seed	coverage	substitution_rate	read_length	assembly_fraction	family_id	truth_assembly_read_ratio	truth_underrepresented	predicted_assembly_read_ratio	native_status	predicted_underrepresented	outcome
5202	1	0	5000	0.5	f3	0.5	True	0.4853	possible_collapse	True	TP
5202	1	0	5000	0.25	f1	0.25	True	0.0854	possible_collapse	True	TP
5202	1	0	5000	0.25	f2	0.25	True	0.1425	possible_collapse	True	TP
5202	1	0	5000	0.25	f3	0.25	True	0.2426	possible_collapse	True	TP
5202	1	0	5000	0	f1	0.0	True	0.0	reads_only	True	TP
5202	1	0	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5202	1	0	5000	0	f3	0.0	True	0.0	reads_only	True	TP
5202	1	0.001	5000	1	f1	1.0	False	0.3481	possible_collapse	True	FP
5202	1	0.001	5000	1	f2	1.0	False	0.5781	possible_collapse	True	FP
5202	1	0.001	5000	1	f3	1.0	False	0.9848	consistent	False	TN
5202	1	0.001	5000	0.75	f1	0.75	False	0.2615	possible_collapse	True	FP
5202	1	0.001	5000	0.75	f2	0.75	False	0.4336	possible_collapse	True	FP
5202	1	0.001	5000	0.75	f3	0.75	False	0.7386	consistent	False	TN
5202	1	0.001	5000	0.5	f1	0.5	True	0.1749	possible_collapse	True	TP
5202	1	0.001	5000	0.5	f2	0.5	True	0.2891	possible_collapse	True	TP
5202	1	0.001	5000	0.5	f3	0.5	True	0.4924	possible_collapse	True	TP
5202	1	0.001	5000	0.25	f1	0.25	True	0.0883	possible_collapse	True	TP
5202	1	0.001	5000	0.25	f2	0.25	True	0.1445	possible_collapse	True	TP
5202	1	0.001	5000	0.25	f3	0.25	True	0.2462	possible_collapse	True	TP
5202	1	0.001	5000	0	f1	0.0	True	0.0	reads_only	True	TP
5202	1	0.001	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5202	1	0.001	5000	0	f3	0.0	True	0.0	reads_only	True	TP
5202	1	0.01	5000	1	f1	1.0	False	0.4296	possible_collapse	True	FP
5202	1	0.01	5000	1	f2	1.0	False	0.7112	consistent	False	TN
5202	1	0.01	5000	1	f3	1.0	False	1.1959	consistent	False	TN
5202	1	0.01	5000	0.75	f1	0.75	False	0.3227	possible_collapse	True	FP
