seed	condition_id	family_id	estimated_copy_number	log_sampling_variance	sampling_interval_low	sampling_interval_high	minimum_effective_reads	positive_reads_by_k	fit_status	interval_status	warning	coverage	error_model	unit_substitution_rate	array_scope	period	truth_copies	truth_covered	relative_interval_width	signed_relative_error
6301	condition_002	f005	20.09224587745122	NA	NA	NA	1.0	2,1,1,1	experimental_log_linear_extrapolation	insufficient_effective_reads	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	iid_low_indel	0.0	factorial	61	20.0	NA	NA	0.004612293872560969
6301	condition_002	f006	NA	NA	NA	NA	0.0	0,0,0,0	zero_support_at_one_or_more_k_not_absence	no_finite_extrapolation	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	iid_low_indel	0.02	factorial	61	20.0	NA	NA	NA
6301	condition_002	f007	69.28691653157296	NA	NA	NA	1.0	3,1,1,1	experimental_log_linear_extrapolation	insufficient_effective_reads	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	iid_low_indel	0.0	factorial	61	80.0	NA	NA	-0.13391354335533806
6301	condition_002	f008	107.89263643868702	NA	NA	NA	1.9872994514925784	4,2,2,2	experimental_log_linear_extrapolation	insufficient_effective_reads	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	iid_low_indel	0.02	factorial	61	80.0	NA	NA	0.34865795548358774
6301	condition_002	f009	58.1102411400546	NA	NA	NA	1.0	1,1,1,1	experimental_log_linear_extrapolation	insufficient_effective_reads	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	iid_low_indel	0.0	factorial	61	80.0	NA	NA	-0.2736219857493175
6301	condition_002	f010	186.93698141396672	NA	NA	NA	2.65557324057531	4,4,4,4	experimental_log_linear_extrapolation	insufficient_effective_reads	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	iid_low_indel	0.02	factorial	61	80.0	NA	NA	1.336712267674584
6301	condition_002	f011	87.39304888550053	NA	NA	NA	1.9528325382266927	4,2,2,2	experimental_log_linear_extrapolation	insufficient_effective_reads	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	iid_low_indel	0.0	factorial	61	80.0	NA	NA	0.09241311106875667
6301	condition_002	f012	68.3924517440375	NA	NA	NA	1.2172315887452425	3,2,2,2	experimental_log_linear_extrapolation	insufficient_effective_reads	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	iid_low_indel	0.02	factorial	61	80.0	NA	NA	-0.14509435319953123
6301	condition_002	f013	103.18625037502247	NA	NA	NA	1.9768911498204584	5,2,2,2	experimental_log_linear_extrapolation	insufficient_effective_reads	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	iid_low_indel	0.0	factorial	61	200.0	NA	NA	-0.48406874812488765
6301	condition_002	f014	NA	NA	NA	NA	0.0	0,0,0,0	zero_support_at_one_or_more_k_not_absence	no_finite_extrapolation	experimental_joint_read_delta_method;k_values_are_correlated_not_replicates;requires_independent_reads;model_bias_not_calibrated;catalogue_specificity_not_background_verified;genome_size_treated_as_fixed	1	iid_low_indel	0.02	factorial	61	200.0	NA	NA	NA
