panel	sample_id	category	metric	value	count
F	morex_100mb	549	period_bp	70	NA
F	morex_100mb	550	period_bp	141	NA
F	morex_100mb	551	period_bp	141	NA
F	morex_100mb	552	period_bp	141	NA
F	morex_100mb	553	period_bp	71	NA
F	morex_100mb	554	period_bp	42	NA
F	morex_100mb	555	period_bp	82	NA
F	morex_100mb	556	period_bp	70	NA
F	morex_100mb	557	period_bp	141	NA
F	morex_100mb	558	period_bp	59	NA
F	morex_100mb	559	period_bp	59	NA
F	morex_100mb	560	period_bp	55	NA
F	morex_100mb	561	period_bp	78	NA
F	morex_100mb	562	period_bp	410	NA
F	morex_100mb	563	period_bp	61	NA
F	morex_100mb	564	period_bp	463	NA
F	morex_100mb	565	period_bp	68	NA
F	morex_100mb	566	period_bp	190	NA
F	morex_100mb	567	period_bp	190	NA
F	morex_100mb	568	period_bp	70	NA
F	morex_100mb	569	period_bp	78	NA
F	morex_100mb	570	period_bp	66	NA
F	morex_100mb	571	period_bp	42	NA
F	morex_100mb	572	period_bp	71	NA
F	morex_100mb	573	period_bp	913	NA
F	morex_100mb	574	period_bp	82	NA
F	morex_100mb	575	period_bp	71	NA
F	morex_100mb	576	period_bp	82	NA
F	morex_100mb	577	period_bp	70	NA
F	morex_100mb	578	period_bp	141	NA
F	morex_100mb	579	period_bp	53	NA
F	morex_100mb	580	period_bp	95	NA
F	morex_100mb	581	period_bp	70	NA
F	morex_100mb	582	period_bp	70	NA
F	morex_100mb	583	period_bp	61	NA
F	morex_100mb	584	period_bp	62	NA
F	morex_100mb	585	period_bp	70	NA
F	morex_100mb	586	period_bp	98	NA
F	morex_100mb	587	period_bp	71	NA
F	morex_100mb	588	period_bp	42	NA
F	morex_100mb	589	period_bp	410	NA
F	morex_100mb	590	period_bp	48	NA
F	morex_100mb	591	period_bp	66	NA
F	morex_100mb	592	period_bp	82	NA
F	morex_100mb	593	period_bp	146	NA
F	morex_100mb	594	period_bp	61	NA
F	morex_100mb	595	period_bp	70	NA
F	morex_100mb	596	period_bp	675	NA
F	morex_100mb	597	period_bp	70	NA
F	morex_100mb	598	period_bp	56	NA
F	morex_100mb	599	period_bp	141	NA
F	morex_100mb	600	period_bp	71	NA
F	morex_100mb	601	period_bp	70	NA
F	morex_100mb	602	period_bp	141	NA
F	morex_100mb	603	period_bp	70	NA
F	morex_100mb	604	period_bp	70	NA
F	morex_100mb	605	period_bp	70	NA
F	morex_100mb	606	period_bp	70	NA
F	morex_100mb	607	period_bp	70	NA
F	morex_100mb	608	period_bp	70	NA
F	morex_100mb	609	period_bp	675	NA
F	morex_100mb	610	period_bp	48	NA
F	morex_100mb	611	period_bp	74	NA
F	morex_100mb	612	period_bp	48	NA
F	morex_100mb	613	period_bp	410	NA
F	morex_100mb	614	period_bp	141	NA
F	morex_100mb	615	period_bp	70	NA
F	morex_100mb	616	period_bp	44	NA
F	morex_100mb	617	period_bp	54	NA
F	morex_100mb	618	period_bp	70	NA
F	morex_100mb	619	period_bp	70	NA
F	morex_100mb	620	period_bp	40	NA
F	morex_100mb	621	period_bp	420	NA
F	morex_100mb	622	period_bp	145	NA
F	morex_100mb	623	period_bp	71	NA
F	morex_100mb	624	period_bp	317	NA
F	morex_100mb	625	period_bp	141	NA
F	morex_100mb	626	period_bp	675	NA
F	morex_100mb	627	period_bp	75	NA
F	morex_100mb	628	period_bp	68	NA
F	morex_100mb	629	period_bp	45	NA
F	morex_100mb	630	period_bp	73	NA
F	morex_100mb	631	period_bp	45	NA
F	morex_100mb	632	period_bp	42	NA
F	morex_100mb	633	period_bp	45	NA
F	morex_100mb	634	period_bp	42	NA
F	morex_100mb	635	period_bp	42	NA
F	morex_100mb	636	period_bp	42	NA
F	morex_100mb	637	period_bp	50	NA
F	morex_100mb	638	period_bp	42	NA
F	morex_100mb	639	period_bp	94	NA
F	morex_100mb	640	period_bp	42	NA
F	morex_100mb	641	period_bp	42	NA
F	morex_100mb	642	period_bp	90	NA
F	morex_100mb	643	period_bp	42	NA
F	morex_100mb	644	period_bp	45	NA
F	morex_100mb	645	period_bp	42	NA
F	morex_100mb	646	period_bp	42	NA
F	morex_100mb	647	period_bp	60	NA
F	morex_100mb	648	period_bp	46	NA
F	morex_100mb	649	period_bp	41	NA
F	morex_100mb	650	period_bp	42	NA
F	morex_100mb	651	period_bp	42	NA
F	morex_100mb	652	period_bp	44	NA
F	morex_100mb	653	period_bp	48	NA
F	morex_100mb	654	period_bp	42	NA
F	morex_100mb	655	period_bp	42	NA
F	morex_100mb	656	period_bp	42	NA
F	morex_100mb	657	period_bp	57	NA
F	morex_100mb	658	period_bp	55	NA
F	morex_100mb	659	period_bp	45	NA
F	morex_100mb	660	period_bp	48	NA
F	morex_100mb	661	period_bp	42	NA
F	morex_100mb	662	period_bp	42	NA
F	morex_100mb	663	period_bp	54	NA
F	morex_100mb	664	period_bp	42	NA
F	morex_100mb	665	period_bp	48	NA
F	morex_100mb	666	period_bp	42	NA
F	morex_100mb	667	period_bp	42	NA
F	morex_100mb	668	period_bp	42	NA
F	morex_100mb	669	period_bp	42	NA
F	morex_100mb	670	period_bp	45	NA
F	morex_100mb	671	period_bp	42	NA
F	morex_100mb	672	period_bp	42	NA
F	morex_100mb	673	period_bp	42	NA
F	morex_100mb	674	period_bp	42	NA
F	morex_100mb	675	period_bp	700	NA
F	morex_100mb	676	period_bp	56	NA
F	morex_100mb	677	period_bp	82	NA
F	morex_100mb	678	period_bp	724	NA
F	morex_100mb	679	period_bp	42	NA
F	morex_100mb	680	period_bp	48	NA
F	morex_100mb	681	period_bp	42	NA
F	morex_100mb	682	period_bp	53	NA
F	morex_100mb	683	period_bp	45	NA
F	morex_100mb	684	period_bp	42	NA
F	morex_100mb	685	period_bp	51	NA
F	morex_100mb	686	period_bp	55	NA
F	morex_100mb	687	period_bp	42	NA
F	morex_100mb	688	period_bp	45	NA
F	morex_100mb	689	period_bp	45	NA
F	morex_100mb	690	period_bp	700	NA
F	morex_100mb	691	period_bp	402	NA
F	morex_100mb	692	period_bp	52	NA
F	morex_100mb	693	period_bp	141	NA
F	morex_100mb	694	period_bp	141	NA
F	morex_100mb	695	period_bp	67	NA
F	morex_100mb	696	period_bp	50	NA
F	morex_100mb	697	period_bp	675	NA
F	morex_100mb	698	period_bp	71	NA
F	morex_100mb	699	period_bp	78	NA
F	morex_100mb	700	period_bp	439	NA
F	morex_100mb	701	period_bp	402	NA
F	morex_100mb	702	period_bp	139	NA
F	morex_100mb	703	period_bp	139	NA
F	morex_100mb	704	period_bp	61	NA
F	morex_100mb	705	period_bp	675	NA
F	morex_100mb	706	period_bp	141	NA
F	morex_100mb	707	period_bp	61	NA
F	morex_100mb	708	period_bp	61	NA
F	morex_100mb	709	period_bp	82	NA
F	morex_100mb	710	period_bp	49	NA
F	morex_100mb	711	period_bp	42	NA
F	morex_100mb	712	period_bp	145	NA
F	morex_100mb	713	period_bp	121	NA
F	morex_100mb	714	period_bp	113	NA
F	morex_100mb	715	period_bp	59	NA
F	morex_100mb	716	period_bp	71	NA
F	morex_100mb	717	period_bp	71	NA
F	morex_100mb	718	period_bp	56	NA
F	morex_100mb	719	period_bp	70	NA
F	morex_100mb	720	period_bp	42	NA
F	morex_100mb	721	period_bp	82	NA
F	morex_100mb	722	period_bp	59	NA
F	morex_100mb	723	period_bp	70	NA
F	morex_100mb	724	period_bp	913	NA
F	morex_100mb	725	period_bp	114	NA
F	morex_100mb	726	period_bp	675	NA
F	morex_100mb	727	period_bp	47	NA
F	morex_100mb	728	period_bp	110	NA
F	morex_100mb	729	period_bp	70	NA
F	morex_100mb	730	period_bp	321	NA
F	morex_100mb	731	period_bp	106	NA
F	morex_100mb	732	period_bp	235	NA
F	morex_100mb	733	period_bp	235	NA
F	morex_100mb	734	period_bp	235	NA
F	morex_100mb	735	period_bp	116	NA
F	morex_100mb	736	period_bp	235	NA
F	morex_100mb	737	period_bp	235	NA
F	morex_100mb	738	period_bp	235	NA
F	morex_100mb	739	period_bp	320	NA
F	morex_100mb	740	period_bp	235	NA
F	morex_100mb	741	period_bp	235	NA
F	morex_100mb	742	period_bp	235	NA
F	morex_100mb	743	period_bp	235	NA
F	morex_100mb	744	period_bp	235	NA
F	morex_100mb	745	period_bp	235	NA
F	morex_100mb	746	period_bp	235	NA
F	morex_100mb	747	period_bp	235	NA
F	morex_100mb	748	period_bp	340	NA
F	morex_100mb	749	period_bp	94	NA
F	morex_100mb	750	period_bp	235	NA
F	morex_100mb	751	period_bp	235	NA
F	morex_100mb	752	period_bp	235	NA
F	morex_100mb	753	period_bp	291	NA
F	morex_100mb	754	period_bp	42	NA
F	morex_100mb	755	period_bp	145	NA
F	morex_100mb	756	period_bp	56	NA
F	morex_100mb	757	period_bp	71	NA
F	morex_100mb	758	period_bp	235	NA
F	morex_100mb	759	period_bp	235	NA
F	morex_100mb	760	period_bp	235	NA
F	morex_100mb	761	period_bp	235	NA
F	morex_100mb	762	period_bp	235	NA
F	morex_100mb	763	period_bp	235	NA
F	morex_100mb	764	period_bp	235	NA
F	morex_100mb	765	period_bp	237	NA
F	morex_100mb	766	period_bp	235	NA
F	morex_100mb	767	period_bp	71	NA
F	morex_100mb	768	period_bp	48	NA
F	morex_100mb	769	period_bp	70	NA
F	morex_100mb	770	period_bp	317	NA
F	morex_100mb	771	period_bp	675	NA
F	morex_100mb	772	period_bp	46	NA
F	morex_100mb	773	period_bp	67	NA
F	morex_100mb	774	period_bp	115	NA
F	morex_100mb	775	period_bp	71	NA
F	morex_100mb	776	period_bp	71	NA
F	morex_100mb	777	period_bp	675	NA
F	morex_100mb	778	period_bp	45	NA
F	morex_100mb	779	period_bp	71	NA
F	morex_100mb	780	period_bp	69	NA
F	morex_100mb	781	period_bp	70	NA
F	morex_100mb	782	period_bp	48	NA
F	morex_100mb	783	period_bp	43	NA
F	morex_100mb	784	period_bp	45	NA
F	morex_100mb	785	period_bp	51	NA
F	morex_100mb	786	period_bp	55	NA
F	morex_100mb	787	period_bp	68	NA
F	morex_100mb	788	period_bp	42	NA
F	morex_100mb	789	period_bp	48	NA
F	morex_100mb	790	period_bp	42	NA
F	morex_100mb	791	period_bp	42	NA
F	morex_100mb	792	period_bp	42	NA
F	morex_100mb	793	period_bp	48	NA
F	morex_100mb	794	period_bp	48	NA
F	morex_100mb	795	period_bp	57	NA
F	morex_100mb	796	period_bp	42	NA
F	morex_100mb	797	period_bp	48	NA
F	morex_100mb	798	period_bp	124	NA
F	morex_100mb	799	period_bp	48	NA
F	morex_100mb	800	period_bp	46	NA
F	morex_100mb	801	period_bp	201	NA
F	morex_100mb	802	period_bp	42	NA
F	morex_100mb	803	period_bp	57	NA
F	morex_100mb	804	period_bp	60	NA
F	morex_100mb	805	period_bp	45	NA
F	morex_100mb	806	period_bp	52	NA
F	morex_100mb	807	period_bp	122	NA
F	morex_100mb	808	period_bp	42	NA
F	morex_100mb	809	period_bp	139	NA
F	morex_100mb	810	period_bp	69	NA
F	morex_100mb	811	period_bp	43	NA
F	morex_100mb	812	period_bp	48	NA
F	morex_100mb	813	period_bp	42	NA
F	morex_100mb	814	period_bp	99	NA
F	morex_100mb	815	period_bp	51	NA
F	morex_100mb	816	period_bp	42	NA
F	morex_100mb	817	period_bp	57	NA
F	morex_100mb	818	period_bp	62	NA
F	morex_100mb	819	period_bp	194	NA
F	morex_100mb	820	period_bp	42	NA
F	morex_100mb	821	period_bp	209	NA
F	morex_100mb	822	period_bp	177	NA
F	morex_100mb	823	period_bp	46	NA
F	morex_100mb	824	period_bp	66	NA
F	morex_100mb	825	period_bp	45	NA
F	morex_100mb	826	period_bp	123	NA
F	morex_100mb	827	period_bp	63	NA
F	morex_100mb	828	period_bp	42	NA
F	morex_100mb	829	period_bp	54	NA
F	morex_100mb	830	period_bp	42	NA
F	morex_100mb	831	period_bp	61	NA
F	morex_100mb	832	period_bp	51	NA
F	morex_100mb	833	period_bp	63	NA
F	morex_100mb	834	period_bp	59	NA
F	morex_100mb	835	period_bp	48	NA
F	morex_100mb	836	period_bp	48	NA
F	morex_100mb	837	period_bp	254	NA
F	morex_100mb	838	period_bp	63	NA
F	morex_100mb	839	period_bp	42	NA
F	morex_100mb	840	period_bp	47	NA
F	morex_100mb	841	period_bp	63	NA
F	morex_100mb	842	period_bp	42	NA
F	morex_100mb	843	period_bp	42	NA
F	morex_100mb	844	period_bp	42	NA
F	morex_100mb	845	period_bp	42	NA
F	morex_100mb	846	period_bp	49	NA
F	morex_100mb	847	period_bp	42	NA
F	morex_100mb	848	period_bp	41	NA
F	morex_100mb	849	period_bp	51	NA
F	morex_100mb	850	period_bp	42	NA
F	morex_100mb	851	period_bp	42	NA
F	morex_100mb	852	period_bp	43	NA
F	morex_100mb	853	period_bp	57	NA
F	morex_100mb	854	period_bp	42	NA
F	morex_100mb	855	period_bp	51	NA
F	morex_100mb	856	period_bp	42	NA
F	morex_100mb	857	period_bp	57	NA
F	morex_100mb	858	period_bp	45	NA
F	morex_100mb	859	period_bp	42	NA
F	morex_100mb	860	period_bp	48	NA
F	morex_100mb	861	period_bp	50	NA
F	morex_100mb	862	period_bp	76	NA
F	morex_100mb	863	period_bp	96	NA
F	morex_100mb	864	period_bp	58	NA
F	morex_100mb	865	period_bp	42	NA
F	morex_100mb	866	period_bp	63	NA
F	morex_100mb	867	period_bp	45	NA
F	morex_100mb	868	period_bp	47	NA
F	morex_100mb	869	period_bp	48	NA
F	morex_100mb	870	period_bp	42	NA
F	morex_100mb	871	period_bp	42	NA
F	morex_100mb	872	period_bp	42	NA
F	morex_100mb	873	period_bp	42	NA
F	morex_100mb	874	period_bp	42	NA
F	morex_100mb	875	period_bp	45	NA
F	morex_100mb	876	period_bp	52	NA
F	morex_100mb	877	period_bp	42	NA
F	morex_100mb	878	period_bp	42	NA
F	morex_100mb	879	period_bp	63	NA
F	morex_100mb	880	period_bp	42	NA
F	morex_100mb	881	period_bp	140	NA
F	morex_100mb	882	period_bp	48	NA
F	morex_100mb	883	period_bp	45	NA
F	morex_100mb	884	period_bp	407	NA
F	morex_100mb	885	period_bp	42	NA
F	morex_100mb	886	period_bp	48	NA
F	morex_100mb	887	period_bp	63	NA
F	morex_100mb	888	period_bp	44	NA
F	morex_100mb	889	period_bp	69	NA
F	morex_100mb	890	period_bp	54	NA
F	morex_100mb	891	period_bp	41	NA
F	morex_100mb	892	period_bp	42	NA
F	morex_100mb	893	period_bp	42	NA
F	morex_100mb	894	period_bp	48	NA
F	morex_100mb	895	period_bp	42	NA
F	morex_100mb	896	period_bp	42	NA
F	morex_100mb	897	period_bp	48	NA
F	morex_100mb	898	period_bp	42	NA
F	morex_100mb	899	period_bp	48	NA
F	morex_100mb	900	period_bp	42	NA
F	morex_100mb	901	period_bp	42	NA
F	morex_100mb	902	period_bp	51	NA
F	morex_100mb	903	period_bp	48	NA
F	morex_100mb	904	period_bp	42	NA
F	morex_100mb	905	period_bp	42	NA
F	morex_100mb	906	period_bp	172	NA
F	morex_100mb	907	period_bp	147	NA
F	morex_100mb	908	period_bp	54	NA
F	morex_100mb	909	period_bp	45	NA
F	morex_100mb	910	period_bp	160	NA
F	morex_100mb	911	period_bp	63	NA
F	morex_100mb	912	period_bp	59	NA
F	morex_100mb	913	period_bp	47	NA
F	morex_100mb	914	period_bp	48	NA
F	morex_100mb	915	period_bp	91	NA
F	morex_100mb	916	period_bp	42	NA
F	morex_100mb	917	period_bp	42	NA
F	morex_100mb	918	period_bp	123	NA
F	morex_100mb	919	period_bp	113	NA
F	morex_100mb	920	period_bp	54	NA
F	morex_100mb	921	period_bp	78	NA
F	morex_100mb	922	period_bp	913	NA
F	morex_100mb	923	period_bp	43	NA
F	morex_100mb	924	period_bp	63	NA
F	morex_100mb	925	period_bp	913	NA
F	morex_100mb	926	period_bp	57	NA
F	morex_100mb	927	period_bp	45	NA
F	morex_100mb	928	period_bp	54	NA
F	morex_100mb	929	period_bp	54	NA
F	morex_100mb	930	period_bp	44	NA
F	morex_100mb	931	period_bp	48	NA
F	morex_100mb	932	period_bp	57	NA
F	morex_100mb	933	period_bp	44	NA
F	morex_100mb	934	period_bp	42	NA
F	morex_100mb	935	period_bp	54	NA
F	morex_100mb	936	period_bp	44	NA
F	morex_100mb	937	period_bp	42	NA
F	morex_100mb	938	period_bp	51	NA
F	morex_100mb	939	period_bp	685	NA
F	morex_100mb	940	period_bp	42	NA
F	morex_100mb	941	period_bp	57	NA
F	morex_100mb	942	period_bp	42	NA
F	morex_100mb	943	period_bp	46	NA
F	morex_100mb	944	period_bp	42	NA
F	morex_100mb	945	period_bp	48	NA
F	morex_100mb	946	period_bp	64	NA
F	morex_100mb	947	period_bp	55	NA
F	morex_100mb	948	period_bp	54	NA
F	morex_100mb	949	period_bp	42	NA
F	morex_100mb	950	period_bp	102	NA
F	morex_100mb	951	period_bp	43	NA
F	morex_100mb	952	period_bp	42	NA
F	morex_100mb	953	period_bp	174	NA
F	morex_100mb	954	period_bp	51	NA
F	morex_100mb	955	period_bp	42	NA
F	morex_100mb	956	period_bp	48	NA
F	morex_100mb	957	period_bp	78	NA
F	morex_100mb	958	period_bp	85	NA
F	morex_100mb	959	period_bp	60	NA
F	morex_100mb	960	period_bp	75	NA
F	morex_100mb	961	period_bp	40	NA
F	morex_100mb	962	period_bp	181	NA
F	morex_100mb	963	period_bp	42	NA
F	morex_100mb	964	period_bp	48	NA
F	morex_100mb	965	period_bp	56	NA
F	morex_100mb	966	period_bp	48	NA
F	morex_100mb	967	period_bp	50	NA
F	morex_100mb	968	period_bp	63	NA
F	morex_100mb	969	period_bp	57	NA
F	morex_100mb	970	period_bp	152	NA
F	morex_100mb	971	period_bp	42	NA
F	morex_100mb	972	period_bp	79	NA
F	morex_100mb	973	period_bp	42	NA
F	morex_100mb	974	period_bp	48	NA
F	morex_100mb	975	period_bp	42	NA
F	morex_100mb	976	period_bp	48	NA
F	morex_100mb	977	period_bp	45	NA
F	morex_100mb	978	period_bp	42	NA
F	morex_100mb	979	period_bp	54	NA
F	morex_100mb	980	period_bp	60	NA
F	morex_100mb	981	period_bp	48	NA
F	morex_100mb	982	period_bp	78	NA
F	morex_100mb	983	period_bp	42	NA
F	morex_100mb	984	period_bp	84	NA
F	morex_100mb	985	period_bp	45	NA
F	morex_100mb	986	period_bp	49	NA
F	morex_100mb	987	period_bp	45	NA
F	morex_100mb	988	period_bp	45	NA
F	morex_100mb	989	period_bp	42	NA
F	morex_100mb	990	period_bp	45	NA
F	morex_100mb	991	period_bp	48	NA
F	morex_100mb	992	period_bp	80	NA
F	morex_100mb	993	period_bp	48	NA
F	morex_100mb	994	period_bp	48	NA
F	morex_100mb	995	period_bp	42	NA
F	morex_100mb	996	period_bp	48	NA
F	morex_100mb	997	period_bp	56	NA
F	morex_100mb	998	period_bp	42	NA
F	morex_100mb	999	period_bp	393	NA
F	morex_100mb	1000	period_bp	42	NA
F	morex_100mb	1001	period_bp	102	NA
F	morex_100mb	1002	period_bp	42	NA
F	morex_100mb	1003	period_bp	45	NA
F	morex_100mb	1004	period_bp	42	NA
F	morex_100mb	1005	period_bp	54	NA
F	morex_100mb	1006	period_bp	88	NA
F	morex_100mb	1007	period_bp	54	NA
F	morex_100mb	1008	period_bp	51	NA
F	morex_100mb	1009	period_bp	53	NA
F	morex_100mb	1010	period_bp	48	NA
F	morex_100mb	1011	period_bp	44	NA
F	morex_100mb	1012	period_bp	44	NA
F	morex_100mb	1013	period_bp	44	NA
F	morex_100mb	1014	period_bp	145	NA
F	morex_100mb	1015	period_bp	145	NA
F	morex_100mb	1016	period_bp	53	NA
F	morex_100mb	1017	period_bp	52	NA
F	morex_100mb	1018	period_bp	70	NA
F	morex_100mb	1019	period_bp	450	NA
F	morex_100mb	1020	period_bp	42	NA
F	morex_100mb	1021	period_bp	385	NA
F	morex_100mb	1022	period_bp	139	NA
F	morex_100mb	1023	period_bp	49	NA
F	morex_100mb	1024	period_bp	259	NA
F	morex_100mb	1025	period_bp	675	NA
F	morex_100mb	1026	period_bp	71	NA
F	morex_100mb	1027	period_bp	49	NA
F	morex_100mb	1028	period_bp	385	NA
F	morex_100mb	1029	period_bp	145	NA
F	morex_100mb	1030	period_bp	145	NA
F	morex_100mb	1031	period_bp	145	NA
F	morex_100mb	1032	period_bp	139	NA
F	morex_100mb	1033	period_bp	172	NA
F	morex_100mb	1034	period_bp	56	NA
F	morex_100mb	1035	period_bp	70	NA
F	morex_100mb	1036	period_bp	71	NA
F	morex_100mb	1037	period_bp	141	NA
F	morex_100mb	1038	period_bp	429	NA
F	morex_100mb	1039	period_bp	426	NA
F	morex_100mb	1040	period_bp	410	NA
F	morex_100mb	1041	period_bp	420	NA
F	morex_100mb	1042	period_bp	70	NA
F	morex_100mb	1043	period_bp	70	NA
F	morex_100mb	1044	period_bp	172	NA
F	morex_100mb	1045	period_bp	71	NA
F	morex_100mb	1046	period_bp	70	NA
F	morex_100mb	1047	period_bp	61	NA
F	morex_100mb	1048	period_bp	163	NA
F	morex_100mb	1049	period_bp	675	NA
F	morex_100mb	1050	period_bp	675	NA
F	morex_100mb	1051	period_bp	82	NA
F	morex_100mb	1052	period_bp	46	NA
F	morex_100mb	1053	period_bp	48	NA
F	morex_100mb	1054	period_bp	410	NA
F	morex_100mb	1055	period_bp	41	NA
F	morex_100mb	1056	period_bp	42	NA
F	morex_100mb	1057	period_bp	145	NA
F	morex_100mb	1058	period_bp	50	NA
F	morex_100mb	1059	period_bp	70	NA
F	morex_100mb	1060	period_bp	72	NA
F	morex_100mb	1061	period_bp	67	NA
F	morex_100mb	1062	period_bp	41	NA
F	morex_100mb	1063	period_bp	139	NA
F	morex_100mb	1064	period_bp	675	NA
F	morex_100mb	1065	period_bp	61	NA
F	morex_100mb	1066	period_bp	70	NA
F	morex_100mb	1067	period_bp	71	NA
F	morex_100mb	1068	period_bp	70	NA
F	morex_100mb	1069	period_bp	662	NA
F	morex_100mb	1070	period_bp	98	NA
F	morex_100mb	1071	period_bp	173	NA
F	morex_100mb	1072	period_bp	141	NA
F	morex_100mb	1073	period_bp	70	NA
F	morex_100mb	1074	period_bp	117	NA
F	morex_100mb	1075	period_bp	70	NA
F	morex_100mb	1076	period_bp	353	NA
F	morex_100mb	1077	period_bp	70	NA
F	morex_100mb	1078	period_bp	353	NA
F	morex_100mb	1079	period_bp	119	NA
F	morex_100mb	1080	period_bp	353	NA
F	morex_100mb	1081	period_bp	119	NA
F	morex_100mb	1082	period_bp	353	NA
F	morex_100mb	1083	period_bp	353	NA
F	morex_100mb	1084	period_bp	353	NA
F	morex_100mb	1085	period_bp	353	NA
F	morex_100mb	1086	period_bp	119	NA
F	morex_100mb	1087	period_bp	353	NA
F	morex_100mb	1088	period_bp	353	NA
F	morex_100mb	1089	period_bp	353	NA
F	morex_100mb	1090	period_bp	353	NA
F	morex_100mb	1091	period_bp	353	NA
F	morex_100mb	1092	period_bp	353	NA
F	morex_100mb	1093	period_bp	353	NA
F	morex_100mb	1094	period_bp	120	NA
F	morex_100mb	1095	period_bp	45	NA
F	morex_100mb	1096	period_bp	59	NA
F	morex_100mb	1097	period_bp	410	NA
F	morex_100mb	1098	period_bp	353	NA
F	morex_100mb	1099	period_bp	119	NA
F	morex_100mb	1100	period_bp	119	NA
F	morex_100mb	1101	period_bp	119	NA
F	morex_100mb	1102	period_bp	353	NA
F	morex_100mb	1103	period_bp	119	NA
F	morex_100mb	1104	period_bp	700	NA
F	morex_100mb	1105	period_bp	70	NA
F	morex_100mb	1106	period_bp	724	NA
F	morex_100mb	1107	period_bp	70	NA
F	morex_100mb	1108	period_bp	75	NA
F	morex_100mb	1109	period_bp	61	NA
F	morex_100mb	1110	period_bp	42	NA
F	morex_100mb	1111	period_bp	70	NA
F	morex_100mb	1112	period_bp	53	NA
F	morex_100mb	1113	period_bp	70	NA
F	morex_100mb	1114	period_bp	46	NA
F	morex_100mb	1115	period_bp	675	NA
F	morex_100mb	1116	period_bp	82	NA
F	morex_100mb	1117	period_bp	47	NA
F	morex_100mb	1118	period_bp	141	NA
F	morex_100mb	1119	period_bp	43	NA
F	morex_100mb	1120	period_bp	41	NA
F	morex_100mb	1121	period_bp	78	NA
F	morex_100mb	1122	period_bp	42	NA
F	morex_100mb	1123	period_bp	70	NA
F	morex_100mb	1124	period_bp	141	NA
F	morex_100mb	1125	period_bp	675	NA
F	morex_100mb	1126	period_bp	48	NA
F	morex_100mb	1127	period_bp	42	NA
F	morex_100mb	1128	period_bp	410	NA
F	morex_100mb	1129	period_bp	72	NA
F	morex_100mb	1130	period_bp	70	NA
F	morex_100mb	1131	period_bp	54	NA
F	morex_100mb	1132	period_bp	70	NA
F	morex_100mb	1133	period_bp	420	NA
F	morex_100mb	1134	period_bp	45	NA
F	morex_100mb	1135	period_bp	82	NA
F	morex_100mb	1136	period_bp	675	NA
F	morex_100mb	1137	period_bp	70	NA
F	morex_100mb	1138	period_bp	63	NA
F	morex_100mb	1139	period_bp	334	NA
F	morex_100mb	1140	period_bp	141	NA
F	morex_100mb	1141	period_bp	47	NA
F	morex_100mb	1142	period_bp	75	NA
F	morex_100mb	1143	period_bp	429	NA
F	morex_100mb	1144	period_bp	172	NA
F	morex_100mb	1145	period_bp	71	NA
F	morex_100mb	1146	period_bp	70	NA
F	morex_100mb	1147	period_bp	163	NA
F	morex_100mb	1148	period_bp	61	NA
F	morex_100mb	1149	period_bp	675	NA
F	morex_100mb	1150	period_bp	68	NA
F	morex_100mb	1151	period_bp	141	NA
F	morex_100mb	1152	period_bp	61	NA
F	morex_100mb	1153	period_bp	71	NA
F	morex_100mb	1154	period_bp	70	NA
F	morex_100mb	1155	period_bp	675	NA
F	morex_100mb	1156	period_bp	675	NA
F	morex_100mb	1157	period_bp	71	NA
F	morex_100mb	1158	period_bp	75	NA
F	morex_100mb	1159	period_bp	141	NA
F	morex_100mb	1160	period_bp	44	NA
F	morex_100mb	1161	period_bp	50	NA
F	morex_100mb	1162	period_bp	404	NA
F	morex_100mb	1163	period_bp	331	NA
F	morex_100mb	1164	period_bp	675	NA
F	morex_100mb	1165	period_bp	675	NA
F	morex_100mb	1166	period_bp	675	NA
F	morex_100mb	1167	period_bp	141	NA
F	morex_100mb	1168	period_bp	47	NA
F	morex_100mb	1169	period_bp	45	NA
F	morex_100mb	1170	period_bp	82	NA
F	morex_100mb	1171	period_bp	700	NA
F	morex_100mb	1172	period_bp	235	NA
F	morex_100mb	1173	period_bp	235	NA
F	morex_100mb	1174	period_bp	235	NA
F	morex_100mb	1175	period_bp	53	NA
F	morex_100mb	1176	period_bp	141	NA
F	morex_100mb	1177	period_bp	82	NA
F	morex_100mb	1178	period_bp	410	NA
F	morex_100mb	1179	period_bp	68	NA
F	morex_100mb	1180	period_bp	141	NA
F	morex_100mb	1181	period_bp	69	NA
F	morex_100mb	1182	period_bp	402	NA
F	morex_100mb	1183	period_bp	141	NA
F	morex_100mb	1184	period_bp	58	NA
F	morex_100mb	1185	period_bp	42	NA
F	morex_100mb	1186	period_bp	82	NA
F	morex_100mb	1187	period_bp	700	NA
F	morex_100mb	1188	period_bp	71	NA
F	morex_100mb	1189	period_bp	66	NA
F	morex_100mb	1190	period_bp	398	NA
F	morex_100mb	1191	period_bp	71	NA
F	morex_100mb	1192	period_bp	71	NA
F	morex_100mb	1193	period_bp	64	NA
F	morex_100mb	1194	period_bp	96	NA
F	morex_100mb	1195	period_bp	42	NA
F	morex_100mb	1196	period_bp	420	NA
F	morex_100mb	1197	period_bp	41	NA
F	morex_100mb	1198	period_bp	165	NA
F	morex_100mb	1199	period_bp	145	NA
F	morex_100mb	1200	period_bp	675	NA
F	morex_100mb	1201	period_bp	402	NA
F	morex_100mb	1202	period_bp	45	NA
F	morex_100mb	1203	period_bp	259	NA
F	morex_100mb	1204	period_bp	913	NA
