seed	unit_substitution_rate	array_fragments	fragment_gap_bp	locate_identity_model	locate_min_identity	assembly_fraction	family_id	true_assembly_bp	predicted_assembly_bp	overlap_bp	base_recall	base_precision	fragments	truth_fragments
5702	0.05	3	500	iid_base	0.9	0.5	f3	42100	42041	42041	0.9985985748218528	1.0	3	3
5702	0.05	3	500	iid_base	0.9	0.25	f1	305	228	228	0.7475409836065574	1.0	2	3
5702	0.05	3	500	iid_base	0.9	0.25	f2	3420	3384	3383	0.9891812865497076	0.9997044917257684	3	3
5702	0.05	3	500	iid_base	0.9	0.25	f3	21050	20945	20944	0.9949643705463183	0.9999522559083314	3	3
5702	0.05	3	500	iid_base	0.9	0	f1	0	0	0	NA	NA	0	0
5702	0.05	3	500	iid_base	0.9	0	f2	0	0	0	NA	NA	0	0
5702	0.05	3	500	iid_base	0.9	0	f3	0	0	0	NA	NA	0	0
5703	0.01	1	500	iid_base	0.9	1	f1	1220	1166	1166	0.9557377049180328	1.0	1	1
5703	0.01	1	500	iid_base	0.9	1	f2	13680	13680	13680	1.0	1.0	1	1
5703	0.01	1	500	iid_base	0.9	1	f3	84200	84190	84190	0.9998812351543943	1.0	1	1
5703	0.01	1	500	iid_base	0.9	0.75	f1	915	916	915	1.0	0.9989082969432315	1	1
5703	0.01	1	500	iid_base	0.9	0.75	f2	10260	10260	10260	1.0	1.0	1	1
5703	0.01	1	500	iid_base	0.9	0.75	f3	63150	63150	63150	1.0	1.0	1	1
5703	0.01	1	500	iid_base	0.9	0.5	f1	610	611	610	1.0	0.9983633387888707	1	1
5703	0.01	1	500	iid_base	0.9	0.5	f2	6840	6840	6840	1.0	1.0	1	1
5703	0.01	1	500	iid_base	0.9	0.5	f3	42100	42100	42100	1.0	1.0	1	1
5703	0.01	1	500	iid_base	0.9	0.25	f1	305	306	305	1.0	0.9967320261437909	1	1
5703	0.01	1	500	iid_base	0.9	0.25	f2	3420	3420	3420	1.0	1.0	1	1
5703	0.01	1	500	iid_base	0.9	0.25	f3	21050	21050	21050	1.0	1.0	1	1
