panel	run_accession	reported_species	reported_material	metric	bin_lower_bound	bin_label	value	read_count	library_read_count
D	ERR4659246	Hordeum vulgare	Morex	length_histogram	68000	68000	0.0	0	896701
D	ERR4659246	Hordeum vulgare	Morex	length_histogram	70000	70000	0.0	0	896701
D	ERR4659246	Hordeum vulgare	Morex	length_histogram	72000	72000	0.0	0	896701
D	ERR4659246	Hordeum vulgare	Morex	length_histogram	74000	74000	0.0	0	896701
D	ERR4659246	Hordeum vulgare	Morex	length_histogram	76000	76000	0.0	0	896701
D	ERR4659246	Hordeum vulgare	Morex	length_histogram	78000	78000	0.0	0	896701
D	ERR4659246	Hordeum vulgare	Morex	length_histogram	80000	at_least_80000	0.0	0	896701
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	0	0	0.0017677510030041127	3157	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	2000	2000	0.0035802977235376296	6394	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	4000	4000	0.004033854363522847	7204	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	6000	6000	0.0039526621255008025	7059	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	8000	8000	0.006397388409668036	11425	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	10000	10000	0.041997105076754665	75002	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	12000	12000	0.15353788177850197	274201	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	14000	14000	0.16649504307388213	297341	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	16000	16000	0.15634993294641034	279223	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	18000	18000	0.13115738135434252	234232	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	20000	20000	0.10094882929191969	180283	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	22000	22000	0.07347281599879052	131214	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	24000	24000	0.05245018576224113	93670	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	26000	26000	0.03687135509845259	65848	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	28000	28000	0.02564274855323831	45795	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	30000	30000	0.017310185146300013	30914	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	32000	32000	0.01114797425366135	19909	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	34000	34000	0.006583850583884181	11758	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	36000	36000	0.003478947412627353	6213	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	38000	38000	0.0016641609062173657	2972	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	40000	40000	0.000684254585261649	1222	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	42000	42000	0.0002950917892249501	527	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	44000	44000	0.00010359009678674718	185	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	46000	46000	4.367582459116909e-05	78	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	48000	48000	1.8478233480879228e-05	33	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	50000	50000	8.959143505880837e-06	16	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	52000	52000	3.359678814705314e-06	6	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	54000	54000	1.679839407352657e-06	3	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	56000	56000	5.599464691175523e-07	1	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	58000	58000	0.0	0	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	60000	60000	0.0	0	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	62000	62000	0.0	0	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	64000	64000	0.0	0	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	66000	66000	0.0	0	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	68000	68000	0.0	0	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	70000	70000	0.0	0	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	72000	72000	0.0	0	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	74000	74000	0.0	0	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	76000	76000	0.0	0	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	78000	78000	0.0	0	1785885
D	SRR25241090	Oryza sativa	Nipponbare	length_histogram	80000	at_least_80000	0.0	0	1785885
D	ERR15194059	Secale cereale	Lo7	length_histogram	0	0	6.095729166097696e-05	279	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	2000	2000	0.00014529246937114578	665	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	4000	4000	0.00021280430852255037	974	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	6000	6000	0.0005901277590548343	2701	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	8000	8000	0.001442218932810426	6601	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	10000	10000	0.0008354863201131752	3824	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	12000	12000	0.022229966298701654	101746	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	14000	14000	0.2710458326733268	1240570	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	16000	16000	0.48392442606743535	2214910	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	18000	18000	0.19034405912201838	871200	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	20000	20000	0.026525598239011575	121407	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	22000	22000	0.0024275859055380464	11111	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	24000	24000	0.00016888884033668526	773	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	26000	26000	2.6655159794405692e-05	122	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	28000	28000	8.957881570251094e-06	41	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	30000	30000	3.058788828866227e-06	14	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	32000	32000	5.025153075994516e-06	23	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	34000	34000	1.310909498085526e-06	6	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	36000	36000	6.55454749042763e-07	3	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	38000	38000	4.369698326951753e-07	2	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	40000	40000	4.369698326951753e-07	2	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	42000	42000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	44000	44000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	46000	46000	2.1848491634758765e-07	1	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	48000	48000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	50000	50000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	52000	52000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	54000	54000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	56000	56000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	58000	58000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	60000	60000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	62000	62000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	64000	64000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	66000	66000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	68000	68000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	70000	70000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	72000	72000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	74000	74000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	76000	76000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	78000	78000	0.0	0	4576975
D	ERR15194059	Secale cereale	Lo7	length_histogram	80000	at_least_80000	0.0	0	4576975
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	0	0	8.866666666666666e-05	133	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	2000	2000	0.00011866666666666667	178	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	4000	4000	0.000284	426	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	6000	6000	0.000764	1146	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	8000	8000	0.001702	2553	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	10000	10000	0.004039333333333333	6059	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	12000	12000	0.195892	293838	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	14000	14000	0.29893733333333333	448406	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	16000	16000	0.21617333333333333	324260	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	18000	18000	0.13757733333333333	206366	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	20000	20000	0.07926933333333333	118904	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	22000	22000	0.04047133333333333	60707	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	24000	24000	0.016898	25347	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	26000	26000	0.005664666666666667	8497	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	28000	28000	0.001538	2307	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	30000	30000	0.000406	609	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	32000	32000	8.066666666666667e-05	121	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	34000	34000	4.4666666666666664e-05	67	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	36000	36000	1.8e-05	27	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	38000	38000	1.2666666666666667e-05	19	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	40000	40000	8e-06	12	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	42000	42000	6.666666666666667e-06	10	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	44000	44000	3.3333333333333333e-06	5	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	46000	46000	2e-06	3	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	48000	48000	0.0	0	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	50000	50000	0.0	0	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	52000	52000	0.0	0	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	54000	54000	0.0	0	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	56000	56000	0.0	0	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	58000	58000	0.0	0	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	60000	60000	0.0	0	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	62000	62000	0.0	0	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	64000	64000	0.0	0	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	66000	66000	0.0	0	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	68000	68000	0.0	0	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	70000	70000	0.0	0	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	72000	72000	0.0	0	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	74000	74000	0.0	0	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	76000	76000	0.0	0	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	78000	78000	0.0	0	1500000
D	SRR28200549	Triticum aestivum	Chinese Spring	length_histogram	80000	at_least_80000	0.0	0	1500000
D	SRR15447419	Zea mays	Mo17	length_histogram	0	0	0.000608335173056639	248	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	2000	2000	0.0007775897171732038	317	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	4000	4000	0.00036058576790050774	147	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	6000	6000	0.0014030956410822479	572	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	8000	8000	0.014349841783795718	5850	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	10000	10000	0.25441656241567934	103718	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	12000	12000	0.3055755880982167	124574	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	14000	14000	0.23166777050065004	94444	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	16000	16000	0.12932028356268552	52720	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	18000	18000	0.0459194937081463	18720	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	20000	20000	0.011732528761007678	4783	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	22000	22000	0.002803738317757009	1143	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	24000	24000	0.0007187185713935291	293	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	26000	26000	0.0002526553339711041	103	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	28000	28000	5.8871145779674735e-05	24	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	30000	30000	1.962371525989158e-05	8	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	32000	32000	9.81185762994579e-06	4	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	34000	34000	4.905928814972895e-06	2	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	36000	36000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	38000	38000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	40000	40000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	42000	42000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	44000	44000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	46000	46000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	48000	48000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	50000	50000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	52000	52000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	54000	54000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	56000	56000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	58000	58000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	60000	60000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	62000	62000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	64000	64000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	66000	66000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	68000	68000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	70000	70000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	72000	72000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	74000	74000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	76000	76000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	78000	78000	0.0	0	407670
D	SRR15447419	Zea mays	Mo17	length_histogram	80000	at_least_80000	0.0	0	407670
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	20	20	8.566190957528826e-06	8	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	22	22	9.636964827219928e-06	9	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	24	24	3.854785930887971e-05	36	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	26	26	0.0007880895680926519	736	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	28	28	0.014078534838698625	13148	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	30	30	0.04897719679967106	45740	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	32	32	0.14740915554489542	137666	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	34	34	0.26082552382257707	243586	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	36	36	0.2644533056930905	246974	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	38	38	0.13355548321883193	124728	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	40	40	0.04024396511847042	37584	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	42	42	0.028175272833181997	26313	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	44	44	0.02922463122547928	27293	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	46	46	0.004469410132090665	4174	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	48	48	0.00041867258304922135	391	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	50	50	0.01155150850622762	10788	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	52	52	0.015554061231132964	14526	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	54	54	5.889256283301067e-05	55	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	56	56	3.105244222104199e-05	29	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	58	58	1.3920060305984341e-05	13	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	60	60	1.1778512566602135e-05	11	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	62	62	3.3193989960424195e-05	31	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	64	64	1.7132381915057652e-05	16	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	66	66	2.5698572872586476e-05	24	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	68	68	2.462779900289537e-05	23	933904
E	ERR6210723	Arabidopsis thaliana	Col-0N	gc_histogram	70	at_least_70	2.1415477393822065e-06	2	933904
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	20	20	6.104943987138918e-06	6	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	22	22	1.017490664523153e-05	10	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	24	24	4.4769589239018734e-05	44	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	26	26	0.0008618145928511106	847	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	28	28	0.00972314079018325	9556	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	30	30	0.04414790244299509	43389	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	32	32	0.12727688973453669	125089	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	34	34	0.23873586959839643	234632	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	36	36	0.295297158148574	290221	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	38	38	0.14799096468289905	145447	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	40	40	0.03690438640225476	36270	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	42	42	0.021487367853399945	21118	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	44	44	0.015275587346486095	15013	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	46	46	0.0035947945177602996	3533	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	48	48	0.0013817523224224418	1358	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	50	50	0.018515277622327814	18197	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	52	52	0.029510281743165008	29003	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	54	54	0.0008394297982316012	825	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	56	56	0.0011813066615113806	1161	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	58	58	0.0013278253172027148	1305	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	60	60	0.001189446586827566	1169	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	62	62	0.0013746298877707797	1351	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	64	64	0.00129730059726702	1275	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	66	66	0.0009401613740193934	924	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	68	68	0.00045990578036446514	452	982810
E	ERR8666127	Arabidopsis thaliana	Col-0R	gc_histogram	70	at_least_70	0.0006257567586817391	615	982810
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	20	20	3.5817217575269883e-06	3	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	22	22	1.6714701535125947e-05	14	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	24	24	5.133801185788683e-05	43	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	26	26	0.000304446349389794	255	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	28	28	0.004877111126499249	4085	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	30	30	0.03049119732182725	25539	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	32	32	0.12986845529891855	108776	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	34	34	0.25593192818409094	214365	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	36	36	0.3041395152258992	254743	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	38	38	0.1487429350538333	124585	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	40	40	0.0397606932303071	33303	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	42	42	0.02226278853753525	18647	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	44	44	0.017497904692771845	14656	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	46	46	0.0026612192658425522	2229	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	48	48	0.00022803628522921827	191	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	50	50	0.009415152593285942	7886	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	52	52	0.032198484692915114	26969	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	54	54	0.00011819681799839061	99	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	56	56	0.00020177032567402035	169	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	58	58	0.00028414992609714106	238	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	60	60	0.00024594489401685317	206	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	62	62	0.00020415814017903832	171	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	64	64	0.00016595310809875045	139	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	66	66	0.00013968714854355253	117	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	68	68	7.641006416057575e-05	64	837586
E	ERR8666125	Arabidopsis thaliana	Ey15-2R	gc_histogram	70	at_least_70	0.00011222728173584563	94	837586
E	ERR10422581	Avena sativa	Victoria	gc_histogram	20	20	2.5072082236429736e-06	1	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	22	22	0.0	0	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	24	24	7.521624670928921e-06	3	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	26	26	0.0	0	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	28	28	5.014416447285947e-06	2	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	30	30	1.2536041118214868e-05	5	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	32	32	6.0172997367431366e-05	24	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	34	34	0.00206593957628181	824	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	36	36	0.013749529898458067	5484	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	38	38	0.07859596339475994	31348	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	40	40	0.19617400025072082	78244	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	42	42	0.2380870001253604	94961	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	44	44	0.20174752413187916	80467	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	46	46	0.12837407546696752	51202	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	48	48	0.07325560987840041	29218	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	50	50	0.037389996239187664	14913	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	52	52	0.018079478500689482	7211	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	54	54	0.009251598345242572	3690	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	56	56	0.002306631565751536	920	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	58	58	0.000661902971041745	264	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	60	60	0.00016547574276043624	66	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	62	62	0.0	0	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	64	64	0.0	0	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	66	66	5.014416447285947e-06	2	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	68	68	2.5072082236429736e-06	1	398850
E	ERR10422581	Avena sativa	Victoria	gc_histogram	70	at_least_70	0.0	0	398850
E	SRR28726931	Glycine soja	YSD56	gc_histogram	20	20	7.183175169750274e-05	188	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	22	22	0.000549054399943146	1437	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	24	24	0.004641171743987052	12147	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	26	26	0.025767730502550983	67440	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	28	28	0.08716592026599145	228133	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	30	30	0.18194524204434695	476192	2617227
E	SRR28726931	Glycine soja	YSD56	gc_histogram	32	32	0.22468589847193232	588054	2617227
