read_id	start	end	period	sequence	family_id
r000000462	0	11958	421		
r000000463	6599	11475	61		
r000000464	9874	11091	61		
r000000465	6076	9482	171		
r000000468	10898	15085	61		
r000000473	4726	12657	171		
r000000475	0	16691	171		
r000000482	5074	8490	171		
r000000484	0	12208	171		
r000000486	1522	13176	171		
r000000487	0	3282	61		
r000000491	0	18102	171		
r000000495	0	1155	171		
r000000497	0	11650	421		
r000000501	0	13193	421		
r000000503	0	16206	171		
r000000504	0	15468	171		
r000000510	8620	10839	61		
r000000512	0	13539	171		
r000000513	2	18838	421		
r000000519	0	11081	421		
r000000522	0	13794	171		
r000000524	0	8375	171		
r000000537	2	12274	171		
r000000538	0	10862	171		
r000000540	0	13453	171		
r000000541	0	10416	171		
r000000548	0	12073	171		
r000000549	0	12939	171		
r000000551	4688	12453	421		
r000000553	0	12703	421		
r000000558	0	9496	61		
r000000559	8197	12678	421		
r000000567	0	8667	171		
r000000568	0	12506	421		
r000000576	0	12031	171		
r000000578	0	15918	421		
r000000579	0	11986	171		
r000000581	0	4486	421		
r000000583	0	13505	421		
r000000584	10189	13647	421		
r000000601	0	15011	171		
r000000604	11634	12858	61		
r000000605	0	10668	171		
r000000608	0	11359	421		
r000000611	6246	7469	61		
r000000612	2251	11785	421		
r000000613	0	8620	171		
r000000619	0	14812	171		
r000000629	0	6979	61		
r000000630	8202	11625	171		
r000000635	0	5479	171		
r000000638	5536	6749	61		
r000000643	8570	12053	61		
r000000645	0	15406	171		
r000000646	12435	15290	420		
r000000649	10156	13575	171		
r000000652	0	10837	421		
r000000653	0	12014	171		
r000000657	3846	5069	61		
r000000658	0	10324	421		
r000000662	3440	14766	421		
r000000665	0	14950	171		
r000000666	0	14949	171		
r000000669	0	16598	171		
r000000670	0	13704	421		
r000000671	0	17135	421		
r000000672	7034	12924	421		
r000000677	2	11186	421		
r000000680	12263	15240	421		
r000000684	0	16509	421		
r000000688	0	15182	171		
r000000692	0	10645	171		
r000000693	7417	8638	61		
r000000702	0	16225	421		
r000000705	3958	11296	421		
r000000712	0	14711	171		
r000000713	12578	18267	421		
r000000716	5621	15421	421		
r000000718	0	17088	171		
r000000724	0	13972	171		
r000000727	0	14390	421		
r000000729	0	8763	61		
r000000734	0	13906	421		
r000000735	0	12398	421		
r000000738	0	14402	171		
r000000741	5613	15546	61		
r000000747	0	14365	171		
r000000750	4585	8000	171		
r000000759	0	17664	421		
r000000760	0	18380	171		
r000000761	5949	10826	61		
r000000763	9964	11437	421		
r000000767	0	15621	171		
r000000768	6	6779	171		
r000000770	4500	11622	421		
r000000773	0	11464	171		
r000000775	0	6639	421		
r000000777	0	14171	171		
r000000780	0	18109	171		
r000000785	0	20234	171		
r000000792	0	13649	421		
r000000793	5028	14263	421		
r000000795	0	10540	171		
r000000798	5346	10226	61		
r000000799	0	11279	171		
r000000805	0	1208	61		
r000000809	5209	8635	171		
r000000811	0	13557	171		
r000000815	0	11477	171		
r000000817	4694	16627	421		
r000000818	0	11944	171		
r000000820	0	13085	171		
r000000821	298	12357	171		
r000000823	1	12482	171		
r000000826	0	10853	421		
r000000827	0	18286	171		
r000000830	0	15169	171		
r000000831	0	14281	171		
r000000836	8438	15113	421		
r000000841	2	10629	61		
r000000844	0	8702	171		
r000000853	0	13074	171		
r000000855	0	16190	170		
r000000879	0	13986	171		
r000000881	0	12384	171		
r000000883	0	965	171		
r000000885	0	5554	171		
r000000886	1	12632	171		
r000000891	1041	14284	171		
r000000892	635	4564	61		
r000000893	9686	13824	421		
r000000895	0	15831	171		
r000000897	8147	14433	171		
r000000902	0	851	171		
r000000903	0	17463	421		
r000000906	0	15292	171		
r000000923	0	12986	171		
r000000925	7600	12482	61		
r000000927	0	13221	171		
r000000928	0	19117	171		
r000000930	0	12672	171		
r000000932	0	17696	171		
r000000933	0	11131	421		
r000000935	1	4737	61		
r000000941	1674	2891	61		
r000000944	0	1266	421		
r000000949	0	10293	171		
r000000955	0	9545	171		
r000000966	0	16067	421		
r000000967	1	476	61		
r000000971	0	13967	171		
r000000972	0	13025	171		
r000000974	0	5125	421		
r000000976	0	10817	171		
r000000977	0	5524	171		
r000000979	0	11958	171		
r000000980	0	14518	421		
r000000982	10912	12611	420		
r000000984	15718	20586	61		
r000000985	0	17664	171		
r000000987	1	15794	171		
r000000988	3470	15672	61		
r000000989	0	16167	171		
r000000995	3919	19062	421		
r000000998	5024	6243	61		
r000001001	12658	14506	421		
r000001004	0	13669	171		
r000001010	0	17291	421		
r000001011	6383	11870	421		
r000001012	7178	11620	421		
r000001014	0	2002	171		
r000001015	0	12133	171		
r000001016	0	7776	421		
r000001019	0	16939	421		
r000001023	0	11411	171		
r000001031	5751	10995	61		
r000001032	8005	16217	421		
r000001035	0	11237	171		
r000001036	17276	17802	171		
r000001037	0	12432	421		
r000001038	12954	18053	421		
r000001041	10002	17070	421		
r000001043	0	18840	171		
r000001048	14649	17130	170		
r000001056	0	12626	171		
r000001057	0	14332	171		
r000001061	0	12101	171		
r000001064	0	10338	421		
r000001070	4507	11678	61		
r000001078	2677	12394	421		
r000001080	2	18007	421		
r000001081	0	11077	421		
r000001082	0	7427	171		
r000001083	10992	13993	61		
r000001088	0	16535	171		
r000001090	11272	12551	61		
r000001093	0	12578	421		
r000001095	0	10802	171		
r000001096	11998	14091	421		
r000001098	0	11211	171		
r000001103	0	13141	171		
r000001105	0	18660	421		
r000001109	0	14963	421		
r000001112	0	13323	171		
r000001114	0	17249	421		
r000001115	0	3121	171		
r000001117	14275	15599	171		
r000001119	0	18027	171		
r000001125	0	16647	171		
r000001127	2	17378	171		
r000001129	0	12343	171		
r000001130	0	4590	61		
r000001131	0	11093	171		
r000001132	0	13098	421		
r000001133	892	12342	171		
r000001134	0	801	381		
r000001140	4082	8963	61		
r000001143	0	10262	421		
r000001148	2664	6091	170		
r000001153	13106	16491	171		
r000001156	0	12385	421		
r000001159	0	15074	171		
r000001160	0	5338	171		
r000001161	0	17290	171		
r000001164	4868	14524	421		
r000001168	9018	12084	421		
r000001172	5	12307	171		
r000001173	1691	15377	171		
r000001177	0	11280	171		
r000001180	3685	11201	421		
r000001183	16287	17256	61		
r000001184	0	11524	171		
r000001189	0	11325	171		
r000001190	8922	19894	421		
r000001191	0	15896	171		
r000001193	9422	15526	61		
r000001199	0	10582	171		
r000001203	0	10530	421		
r000001206	0	10903	421		
r000001210	0	15311	171		
r000001212	3934	10535	421		
r000001218	0	11476	421		
r000001219	2	12999	171		
r000001227	3381	8254	61		
r000001228	0	11073	171		
r000001230	0	3345	421		
r000001233	8132	14637	421		
r000001236	0	16382	171		
r000001238	4832	14920	170		
r000001240	0	11369	171		
r000001244	10594	12790	421		
r000001245	0	17340	171		
r000001248	0	14175	171		
r000001251	0	15200	171		
r000001254	0	14300	421		
r000001258	0	15879	171		
r000001261	4812	17250	421		
r000001262	0	12269	421		
r000001264	15914	23248	171		
r000001267	0	10811	421		
r000001269	4768	5991	61		
r000001276	0	17602	171		
r000001287	9755	16267	421		
r000001289	0	15066	421		
r000001290	0	3371	421		
r000001300	2	2613	420		
r000001302	155	14135	171		
r000001307	0	16110	171		
r000001308	1	8546	421		
r000001314	0	16187	421		
r000001315	0	19284	421		
r000001318	0	16118	171		
r000001319	1	11262	421		
r000001323	0	12742	171		
r000001325	0	4199	61		
r000001328	12355	13205	171		
r000001340	1	11319	421		
r000001341	0	11486	171		
r000001346	0	6844	171		
r000001347	0	5860	421		
r000001355	0	12285	171		
r000001363	0	8553	171		
r000001378	0	11053	421		
r000001380	0	12223	171		
r000001382	8657	14211	421		
r000001386	9024	13041	421		
r000001390	13792	16007	171		
r000001397	2	12142	170		
r000001401	0	14558	171		
r000001402	0	158	61		
r000001405	0	15780	421		
r000001407	0	15525	421		
r000001409	13560	14547	171		
r000001421	4	15067	421		
r000001430	0	16311	171		
r000001433	0	10415	171		
r000001435	7913	16347	421		
r000001441	0	14982	171		
r000001442	0	12269	171		
r000001443	0	4766	171		
r000001444	0	13491	171		
r000001452	8693	12716	171		
r000001455	0	5598	171		
r000001457	0	3421	61		
r000001467	0	12039	421		
r000001470	0	13331	421		
r000001471	0	14487	171		
r000001479	6544	13096	421		
r000001481	0	12835	170		
r000001485	143	10695	61		
r000001486	0	13803	171		
r000001491	12710	13875	420		
r000001497	0	7973	171		
r000001498	3996	16198	61		
r000001499	0	11162	171		
r000001503	0	12654	171		
r000001504	0	8183	421		
r000001507	0	11092	421		
r000001509	0	10401	421		
r000001521	0	16025	421		
r000001523	0	10825	171		
r000001525	0	13511	171		
r000001530	5930	12094	171		
r000001533	0	13477	421		
r000001535	0	11928	171		
r000001542	0	11471	171		
r000001545	0	13510	171		
r000001551	0	16678	421		
r000001560	7242	8471	61		
r000001564	1	16523	420		
r000001565	0	10978	171		
r000001566	0	16380	171		
r000001569	918	17364	421		
r000001573	16644	19247	171		
r000001574	0	17431	421		
r000001575	0	16335	421		
r000001583	0	15764	170		
r000001586	0	13099	421		
r000001597	0	16923	421		
r000001602	0	15535	171		
r000001605	0	16843	171		
r000001614	5543	8971	171		
r000001620	2195	5603	170		
r000001624	12449	12847	169		
r000001625	0	12541	171		
r000001629	1	10463	421		
r000001630	0	11684	421		
r000001638	0	12181	171		
r000001643	0	11801	171		
r000001644	2	9771	171		
r000001646	15546	21215	421		
r000001650	10791	13326	421		
r000001655	0	12795	171		
r000001656	6306	14302	421		
r000001658	0	16403	421		
r000001661	0	19551	171		
r000001663	0	11695	171		
r000001665	0	11639	171		
r000001669	0	10968	171		
r000001681	0	10997	171		
r000001682	0	7672	171		
r000001684	4	11264	421		
r000001688	4088	11409	421		
r000001691	0	12509	171		
r000001692	0	14630	421		
r000001693	0	5285	171		
r000001694	0	2855	421		
r000001695	6083	16792	421		
r000001700	0	16162	171		
r000001702	7681	9997	421		
r000001704	4731	10867	61		
r000001713	6756	16775	61		
r000001714	0	12596	171		
r000001720	1	11893	171		
r000001728	903	2133	61		
r000001730	10616	14042	171		
r000001735	0	16719	421		
r000001736	0	13041	171		
r000001739	0	11854	421		
r000001740	9168	10389	61		
r000001744	0	13925	421		
r000001749	0	14005	421		
r000001750	0	11803	171		
r000001757	0	16223	421		
r000001764	5298	18964	171		
r000001768	11061	14480	171		
r000001771	0	7604	61		
r000001773	0	10826	171		
r000001779	0	14366	171		
r000001780	8132	12468	421		
r000001781	0	12753	421		
r000001784	2460	13147	171		
r000001795	2	9816	421		
r000001796	0	13309	171		
r000001800	1	11717	170		
r000001803	0	11051	171		
r000001809	0	11735	171		
r000001819	0	12138	421		
r000001822	0	11113	171		
r000001825	0	13447	171		
r000001827	2801	7690	61		
r000001834	1	13152	170		
r000001842	5892	15872	421		
r000001853	0	15168	171		
r000001859	3	10577	421		
r000001864	0	10422	421		
r000001866	0	10914	171		
r000001868	2567	10692	171		
r000001869	0	16417	421		
r000001875	0	15015	171		
r000001877	6515	7740	61		
r000001879	0	13117	171		
r000001881	0	6568	171		
r000001882	0	11864	421		
r000001889	4563	7982	171		
r000001891	9768	9982	61		
r000001898	0	13688	421		
r000001899	0	13411	171		
r000001910	0	7896	421		
r000001912	0	15899	170		
r000001917	2	13151	171		
r000001921	0	464	171		
r000001930	0	7842	421		
r000001932	0	1334	61		
r000001937	1890	15905	421		
r000001951	0	14159	421		
r000001952	0	16820	171		
r000001953	959	4378	171		
r000001962	0	8324	171		
r000001965	2	3232	171		
r000001967	0	12547	171		
r000001969	0	12872	421		
r000001971	4943	17738	421		
r000001973	15108	16676	171		
r000001974	0	17807	171		
r000001979	9290	13502	421		
r000001980	0	11630	421		
r000001985	0	13330	171		
r000001987	2	12463	171		
r000001988	9427	10963	171		
r000001989	0	11534	171		
r000001994	0	2638	420		
r000001996	0	14571	171		
r000002002	1013	9263	61		
r000002005	0	11202	171		
r000002008	1575	10008	421		
r000002010	0	11388	421		
r000002014	0	12233	171		
r000002016	0	10847	171		
r000002020	0	12605	171		
r000002023	1	11956	421		
r000002025	4623	5847	61		
r000002027	0	12797	421		
r000002032	0	14866	171		
r000002035	1	4500	421		
r000002038	2	3793	421		
r000002043	9129	11801	171		
r000002045	0	9052	170		
r000002048	13997	16402	171		
r000002050	0	1531	171		
r000002053	0	15018	171		
r000002054	449	12653	60		
r000002055	0	15900	421		
r000002058	2801	4016	61		
r000002065	0	11697	421		
r000002070	0	7448	421		
r000002071	2	15690	171		
r000002076	0	12916	170		
r000002080	0	18284	171		
r000002082	0	12753	171		
r000002087	0	10949	171		
r000002091	1	4030	421		
r000002095	0	6909	171		
r000002097	0	12450	171		
r000002106	0	11956	171		
r000002108	0	12623	171		
r000002111	0	14400	171		
r000002117	0	14444	171		
r000002118	0	10605	171		
r000002119	0	10213	421		
r000002130	0	14500	171		
r000002131	0	12250	171		
r000002132	0	11009	421		
r000002138	0	13307	171		
r000002139	0	7330	421		
r000002144	0	12504	171		
r000002145	0	20344	171		
r000002148	0	10734	421		
r000002149	0	15186	171		
r000002158	0	12789	170		
r000002159	734	15858	421		
r000002163	0	12181	171		
r000002164	3589	7005	171		
r000002165	11948	19035	421		
r000002167	0	12773	171		
r000002169	0	10707	421		
r000002174	0	17634	171		
r000002175	0	12075	171		
r000002180	0	10858	421		
r000002184	0	11890	421		
r000002192	1	14617	171		
r000002194	0	16710	171		
r000002198	0	12446	421		
r000002200	0	13294	421		
r000002202	0	14442	171		
r000002205	1	12046	171		
r000002206	13202	14283	171		
r000002209	0	1485	171		
r000002210	0	12584	171		
r000002211	0	10244	171		
r000002212	12439	14664	61		
r000002213	0	7066	171		
r000002214	0	14972	421		
r000002220	2	15131	171		
r000002224	0	15029	421		
r000002231	0	11109	171		
r000002234	0	14882	421		
r000002235	0	11405	171		
r000002237	0	14689	171		
r000002241	0	18723	421		
r000002242	1	9545	171		
r000002250	0	12182	171		
r000002251	0	12558	171		
r000002261	478	5368	61		
r000002263	0	15714	171		
r000002268	0	12976	171		
r000002286	0	5584	421		
r000002288	0	10495	171		
r000002290	0	11076	171		
r000002291	0	1458	421		
r000002299	12927	17133	61		
r000002303	0	17966	421		
r000002305	2	16674	171		
r000002310	15591	17448	420		
r000002313	0	11288	171		
r000002315	0	11557	421		
r000002316	0	4869	61		
r000002317	1	12395	421		
r000002322	0	11630	421		
r000002327	0	11763	171		
r000002330	13239	15989	421		
r000002334	0	4468	421		
r000002337	0	16812	421		
r000002342	9234	14122	61		
r000002346	0	14516	171		
r000002353	4093	5332	61		
r000002355	0	11472	61		
r000002356	1	16203	421		
r000002357	0	14721	170		
r000002365	0	17786	421		
r000002372	0	10633	421		
r000002373	0	10460	171		
r000002379	0	10589	171		
r000002383	2	19274	171		
r000002393	0	14948	421		
r000002399	0	16587	171		
r000002400	0	8410	421		
r000002401	0	14545	171		
r000002407	0	12993	421		
r000002415	0	14368	421		
r000002420	0	16370	171		
r000002423	0	15267	421		
r000002431	0	12682	421		
r000002432	2	13711	171		
r000002433	0	842	61		
r000002435	0	11241	171		
r000002448	0	12037	171		
r000002450	0	15714	421		
r000002451	0	15476	171		
r000002452	0	3600	421		
r000002453	0	5544	421		
r000002455	0	13104	421		
r000002456	0	11552	421		
r000002459	0	12709	171		
r000002461	2	12721	421		
r000002466	0	14291	171		
r000002469	5956	10841	61		
r000002470	10477	13595	61		
r000002473	0	13442	171		
r000002483	0	15408	171		
r000002484	12401	13626	61		
r000002492	707	5592	61		
r000002496	7847	11668	171		
r000002502	0	13987	421		
r000002505	0	4755	61		
r000002508	0	1634	61		
r000002509	0	11634	171		
r000002512	0	13511	171		
r000002521	3	13584	421		
r000002528	0	12487	171		
r000002529	2450	16167	171		
r000002533	0	6832	171		
r000002541	0	2963	61		
r000002542	1485	11601	421		
r000002545	0	11105	171		
r000002548	0	15904	171		
r000002551	2580	5987	171		
r000002553	4383	15000	61		
r000002555	0	16452	171		
r000002558	0	13068	171		
r000002563	0	15869	421		
r000002567	0	7455	61		
r000002568	0	15885	171		
r000002572	1	14177	171		
r000002575	0	11313	421		
r000002576	8530	18858	61		
r000002578	0	10632	171		
r000002581	0	11490	171		
r000002582	0	14168	171		
r000002596	4830	11607	421		
r000002599	1487	13460	421		
r000002601	0	2039	61		
r000002602	0	11980	421		
r000002604	2	12568	171		
r000002605	0	11280	171		
r000002607	0	15664	171		
r000002612	1	13225	421		
r000002616	7	11432	421		
r000002622	0	8553	421		
r000002623	9642	14518	61		
r000002624	5027	13112	171		
r000002629	0	21761	171		
r000002631	0	13428	421		
r000002632	0	15029	171		
r000002633	0	9518	421		
r000002640	0	12748	421		
r000002641	0	159	60		
r000002644	15533	17414	171		
r000002647	0	4184	171		
r000002649	0	15366	171		
r000002650	0	20424	421		
r000002651	14932	16363	171		
r000002657	442	1664	61		
r000002662	10216	14490	171		
r000002663	0	14092	421		
r000002664	0	13117	421		
r000002667	5187	13595	421		
r000002669	0	6663	171		
r000002670	0	8956	171		
r000002679	0	17225	171		
r000002683	2	10994	171		
r000002686	0	14510	171		
r000002693	1	15084	421		
r000002707	0	11429	421		
r000002711	0	16758	171		
r000002712	2105	11875	421		
r000002719	0	19509	171		
r000002723	3	13895	421		
r000002724	8277	11693	171		
r000002730	768	9185	421		
r000002733	0	16936	171		
r000002734	3442	12366	171		
r000002737	0	14024	171		
r000002738	0	7677	171		
r000002744	0	9657	171		
r000002752	0	10942	421		
r000002756	7066	15063	171		
r000002759	0	15938	171		
r000002764	939	9367	421		
r000002770	0	2248	419		
r000002774	980	13771	421		
r000002779	10238	11336	171		
r000002780	11731	12675	422		
r000002788	0	15145	171		
r000002790	0	6789	420		
r000002791	0	12627	171		
r000002792	0	13109	421		
r000002797	0	11466	171		
r000002798	0	14254	171		
r000002800	5847	7067	61		
r000002802	0	13517	171		
r000002805	0	4514	421		
r000002813	0	14699	171		
r000002820	0	11690	171		
r000002821	0	15076	421		
r000002825	0	9104	61		
r000002827	0	13826	421		
r000002830	0	13372	171		
r000002833	5	12212	171		
r000002845	6653	10065	171		
r000002847	6563	16674	421		
r000002848	0	11192	171		
r000002852	18333	19309	171		
r000002855	7933	11364	61		
r000002857	0	15265	171		
r000002858	0	9511	171		
r000002860	3585	14371	171		
r000002867	11162	16049	61		
r000002869	2198	11018	171		
r000002871	1	13837	171		
r000002876	15923	16894	61		
r000002878	2	18843	171		
r000002887	0	12190	421		
r000002904	0	13198	421		
r000002906	2	11337	171		
r000002908	8092	10882	421		
r000002912	0	12979	421		
r000002914	0	2409	421		
r000002919	0	17637	421		
r000002921	0	8607	421		
r000002923	1	10574	421		
r000002927	0	11698	171		
r000002928	1	15663	171		
r000002932	4239	11556	421		
r000002935	7318	11413	421		
r000002942	0	12655	171		
r000002943	0	12495	171		
r000002944	0	13360	421		
r000002945	0	12185	421		
r000002949	3792	11072	61		
r000002952	0	13994	421		
r000002953	5814	10690	61		
r000002956	0	5740	171		
r000002958	5	13090	171		
r000002959	0	14387	171		
r000002963	10068	13491	171		
r000002964	0	12056	421		
r000002965	4180	11728	171		
r000002969	0	4839	61		
r000002972	0	11404	171		
r000002975	522	13346	171		
r000002982	0	907	61		
r000002987	11760	20037	421		
r000002989	0	2316	171		
r000002990	0	6092	171		
r000002994	1004	14688	171		
r000002995	15857	17327	171		
r000002996	0	10461	171		
r000002998	0	8951	421		
r000003004	0	15335	171		
r000003008	11839	16808	61		
r000003011	0	11040	171		
r000003015	0	14923	170		
r000003016	0	14181	171		
r000003018	0	12953	170		
r000003021	0	8143	421		
r000003022	6814	11022	61		
r000003023	0	15817	171		
r000003029	4558	7985	171		
r000003031	0	10577	171		
r000003039	0	1485	171		
r000003040	2	14590	171		
r000003042	0	17315	421		
r000003046	0	20589	171		
r000003049	0	16201	170		
r000003050	1	14166	171		
r000003051	0	19544	171		
r000003053	0	11127	421		
r000003056	0	11757	171		
r000003061	11059	12280	61		
r000003072	0	14988	171		
r000003074	0	9395	171		
r000003086	5	15926	171		
r000003088	0	16461	421		
r000003089	0	963	61		
r000003090	0	14631	171		
r000003093	10099	10885	171		
r000003097	0	14795	171		
r000003101	0	11766	171		
r000003102	8909	18809	171		
r000003106	0	9239	171		
r000003107	0	19248	421		
r000003108	6670	11545	61		
r000003110	0	15278	421		
r000003112	0	10969	171		
r000003120	0	10923	421		
r000003123	0	13118	171		
r000003125	11521	16969	420		
r000003130	0	11201	171		
r000003133	1	15655	171		
r000003135	0	11599	171		
r000003141	8830	12129	171		
r000003143	0	13786	171		
r000003144	0	12955	171		
r000003146	8087	12326	171		
r000003151	0	13452	171		
r000003152	0	16109	171		
r000003153	0	13165	171		
r000003154	0	16766	171		
r000003161	5666	9093	171		
r000003164	0	13610	171		
r000003174	0	11487	171		
r000003175	0	16770	171		
r000003176	0	16832	171		
r000003178	0	16002	421		
r000003181	0	11361	171		
r000003188	0	4546	421		
r000003190	802	5685	61		
r000003191	0	11701	421		
r000003192	0	16921	421		
r000003194	13797	18697	421		
r000003195	0	15898	421		
r000003196	0	10052	421		
r000003201	5046	6266	61		
r000003202	0	11653	171		
r000003204	0	12252	171		
r000003215	0	5112	171		
r000003220	0	1438	61		
r000003222	0	10766	171		
r000003224	0	11511	421		
r000003225	0	12165	170		
r000003227	0	13531	171		
r000003228	0	14047	171		
r000003234	2	19887	171		
r000003238	11468	17693	171		
r000003243	0	12652	421		
r000003250	13682	16062	171		
r000003253	0	14838	171		
r000003264	0	17510	171		
r000003265	10616	11849	61		
r000003272	0	14558	421		
r000003276	0	12515	171		
r000003280	0	10592	171		
r000003282	1369	6251	61		
r000003283	0	14091	421		
r000003286	3929	7354	171		
r000003292	0	15847	421		
r000003300	1	13074	171		
r000003306	0	10319	421		
r000003308	0	8438	61		
r000003309	1	14772	171		
r000003310	0	20534	171		
r000003314	0	13988	171		
r000003315	4	16038	171		
r000003318	0	7876	171		
r000003320	0	14340	421		
r000003324	0	13708	421		
r000003331	0	3144	171		
r000003333	0	11620	171		
r000003334	0	7496	421		
r000003338	0	6200	61		
r000003341	8822	12189	171		
r000003345	9870	12997	421		
r000003350	0	12146	421		
r000003353	4955	8380	171		
r000003356	0	14065	421		
r000003365	0	8295	171		
r000003367	1	13088	171		
r000003368	0	5976	421		
r000003370	9249	13060	421		
r000003373	1238	13050	171		
r000003374	6689	13410	171		
r000003376	7972	12090	171		
r000003377	0	8724	171		
r000003387	0	16822	171		
r000003388	0	9876	421		
r000003389	13900	15124	61		
r000003391	8342	16489	61		
r000003394	0	18918	421		
r000003395	0	14838	171		
r000003404	0	14243	421		
r000003405	0	13578	421		
r000003408	3	12105	171		
r000003409	0	15212	171		
r000003415	0	15153	171		
r000003417	0	14402	421		
r000003418	0	21634	171		
r000003420	9657	12354	421		
r000003422	0	13844	171		
r000003425	3301	14576	421		
r000003426	0	17046	171		
r000003428	9223	10476	61		
r000003429	0	15215	171		
r000003430	7919	11358	171		
r000003438	0	21382	171		
r000003441	0	17493	171		
r000003442	4134	5352	61		
r000003443	0	12514	171		
r000003446	0	12814	421		
r000003448	0	13678	171		
r000003449	0	3537	421		
r000003452	9695	15382	421		
r000003453	0	17849	171		
r000003457	14358	21027	421		
r000003458	2	12541	171		
r000003461	0	14323	171		
r000003462	0	2747	420		
r000003464	9318	10213	61		
r000003466	3991	5219	61		
r000003473	0	8032	171		
r000003474	9952	17432	421		
r000003478	0	17800	421		
r000003481	0	10880	170		
r000003483	0	12558	171		
r000003484	0	12006	171		
r000003485	2	17674	171		
r000003488	7982	11399	171		
r000003494	4983	6197	61		
r000003497	0	11665	421		
r000003499	1	9719	171		
r000003503	0	13507	421		
r000003505	0	12203	171		
r000003506	0	10804	171		
r000003511	0	13851	171		
r000003512	6138	9560	171		
r000003516	2	10519	171		
r000003517	0	15151	171		
r000003518	0	2531	171		
r000003522	2122	9632	171		
r000003529	5529	12109	421		
r000003537	0	15441	421		
r000003541	0	11333	421		
r000003543	11757	13308	421		
r000003544	0	12142	421		
r000003546	2	15082	171		
r000003548	0	11679	171		
r000003553	8146	10586	171		
r000003558	0	5919	171		
r000003562	0	17086	421		
r000003566	16779	18637	171		
r000003567	0	13656	421		
r000003568	0	13956	171		
r000003569	0	12490	421		
r000003571	0	11617	421		
r000003573	1	8683	171		
r000003574	0	16089	171		
r000003575	0	15486	421		
r000003577	1	8158	421		
r000003581	0	16028	421		
r000003584	0	11546	421		
r000003586	0	12364	171		
r000003588	0	1494	61		
r000003589	0	12796	421		
r000003592	0	6046	61		
r000003594	4	13075	421		
r000003596	0	12166	421		
r000003597	2075	13784	61		
r000003598	6394	11266	61		
r000003611	0	12729	171		
r000003614	0	18048	171		
