seed	unit_substitution_rate	array_fragments	fragment_gap_bp	coverage	substitution_rate	assembly_fraction	family_id	truth_assembly_read_ratio	truth_underrepresented	assembly_predicted_bp	period	estimated_haploid_depth	method	read_estimated_copies	read_estimated_bp	predicted_assembly_read_ratio	native_status	predicted_underrepresented	outcome	fit_status	decision_threshold
5401	0.01	1	500	5	0	1	f1	1.0	False	1221.0	61	4.9975	multik_loglinear	6.2109076643908105	378.86536752783945	3.222780714867741	possible_overexpansion	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0	1	f2	1.0	False	13656.0	171	4.9975	single_k21	65.4329	11189.0259	1.2204815791873356	consistent	False	TN	single_k_baseline	0.6
5401	0.01	1	500	5	0	1	f2	1.0	False	13656.0	171	4.9975	multik_loglinear	79.35545084182145	13569.782093951468	1.0063536691637047	consistent	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0	1	f3	1.0	False	84095.0	421	4.9975	single_k21	163.282	68741.72200000001	1.2233472999119805	consistent	False	TN	single_k_baseline	0.6
5401	0.01	1	500	5	0	1	f3	1.0	False	84095.0	421	4.9975	multik_loglinear	199.33495763853105	83920.01716582157	1.0020851143754257	consistent	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0	0.75	f1	0.75	False	916.0	61	4.9975	single_k21	5.2026	317.3586	2.886324807331517	possible_overexpansion	False	TN	single_k_baseline	0.6
5401	0.01	1	500	5	0	0.75	f1	0.75	False	916.0	61	4.9975	multik_loglinear	6.2109076643908105	378.86536752783945	2.41774540116204	possible_overexpansion	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0	0.75	f2	0.75	False	10238.0	171	4.9975	single_k21	65.4329	11189.0259	0.915003691250728	consistent	False	TN	single_k_baseline	0.6
5401	0.01	1	500	5	0	0.75	f2	0.75	False	10238.0	171	4.9975	multik_loglinear	79.35545084182145	13569.782093951468	0.7544704792690399	consistent	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0	0.75	f3	0.75	False	63045.0	421	4.9975	single_k21	163.282	68741.72200000001	0.917128610772945	consistent	False	TN	single_k_baseline	0.6
5401	0.01	1	500	5	0	0.75	f3	0.75	False	63045.0	421	4.9975	multik_loglinear	199.33495763853105	83920.01716582157	0.7512510379427875	consistent	False	TN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0	0.5	f1	0.5	True	611.0	61	4.9975	single_k21	5.2026	317.3586	1.9252668747593416	possible_overexpansion	False	FN	single_k_baseline	0.6
5401	0.01	1	500	5	0	0.5	f1	0.5	True	611.0	61	4.9975	multik_loglinear	6.2109076643908105	378.86536752783945	1.6127100874563391	possible_overexpansion	False	FN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0	0.5	f2	0.5	True	0.0	171	4.9975	single_k21	65.4329	11189.0259	0.0	reads_only	True	TP	single_k_baseline	0.6
5401	0.01	1	500	5	0	0.5	f2	0.5	True	0.0	171	4.9975	multik_loglinear	79.35545084182145	13569.782093951468	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0	0.5	f3	0.5	True	41995.0	421	4.9975	single_k21	163.282	68741.72200000001	0.6109099216339096	consistent	False	FN	single_k_baseline	0.6
5401	0.01	1	500	5	0	0.5	f3	0.5	True	41995.0	421	4.9975	multik_loglinear	199.33495763853105	83920.01716582157	0.5004169615101492	possible_collapse	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0	0.25	f1	0.25	True	306.0	61	4.9975	single_k21	5.2026	317.3586	0.9642089421871661	consistent	False	FN	single_k_baseline	0.6
5401	0.01	1	500	5	0	0.25	f1	0.25	True	306.0	61	4.9975	multik_loglinear	6.2109076643908105	378.86536752783945	0.8076747737506379	consistent	False	FN	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0	0.25	f2	0.25	True	0.0	171	4.9975	single_k21	65.4329	11189.0259	0.0	reads_only	True	TP	single_k_baseline	0.6
5401	0.01	1	500	5	0	0.25	f2	0.25	True	0.0	171	4.9975	multik_loglinear	79.35545084182145	13569.782093951468	0.0	reads_only	True	TP	experimental_log_linear_extrapolation	0.6
5401	0.01	1	500	5	0	0.25	f3	0.25	True	20883.0	421	4.9975	single_k21	163.282	68741.72200000001	0.303789305714512	possible_collapse	True	TP	single_k_baseline	0.6
5401	0.01	1	500	5	0	0.25	f3	0.25	True	20883.0	421	4.9975	multik_loglinear	199.33495763853105	83920.01716582157	0.24884408637257882	possible_collapse	True	TP	experimental_log_linear_extrapolation	0.6
