seed	unit_substitution_rate	array_fragments	fragment_gap_bp	locate_identity_model	locate_min_identity	coverage	substitution_rate	read_length	family_id	truth_copies	estimate	signed_relative_error	absolute_relative_error	interval_low	interval_high	interval_contains_truth	interval_relative_width	sampling_oracle_copy_estimate	oracle_relative_error	estimator_minus_sampling_oracle	interval_kind
5501	0.03	1	500	iid_base	0.9	1	0.001	5000	f2	80	54.7525	-0.31559375	0.31559375	39.82	66.6985	False	0.33598124999999995	105.29595614035087	0.31619945175438585	-0.6317932017543859	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	1	0.001	5000	f3	200	88.5995	-0.5570025	0.5570025	77.649	98.5545	False	0.10452750000000002	172.63767102137766	-0.1368116448931117	-0.42019085510688825	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	1	0.01	5000	f1	20	18.9145	-0.05427499999999998	0.05427499999999998	9.955	22.8965	True	0.647075	39.82	0.991	-1.045275	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	1	0.01	5000	f2	80	45.793	-0.4275875	0.4275875	31.856	56.7435	False	0.31109374999999995	105.29595614035087	0.31619945175438585	-0.7437869517543858	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	1	0.01	5000	f3	200	72.6715	-0.6366425	0.6366425	63.712	81.631	False	0.08959499999999998	172.63767102137766	-0.1368116448931117	-0.4998308551068883	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	5	0	5000	f1	20	4.002	-0.7999	0.7999	2.4012	5.2026	False	0.14007000000000003	8.004020100502514	-0.5997989949748743	-0.20010100502512568	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	5	0	5000	f2	80	39.6199	-0.50475125	0.50475125	34.8175	45.6229	False	0.13506749999999998	76.82689118105145	-0.03966386023685686	-0.4650873897631431	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	5	0	5000	f3	200	106.0533	-0.4697335	0.4697335	97.649	114.6576	False	0.08504300000000001	199.36046336194033	-0.003197683190298335	-0.4665358168097017	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	5	0.001	5000	f1	20	4.002	-0.7999	0.7999	2.4012	5.0025	False	0.13006500000000004	8.004020100502514	-0.5997989949748743	-0.20010100502512568	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	5	0.001	5000	f2	80	38.8195	-0.51475625	0.51475625	33.6169	44.2222	False	0.13256625	76.82689118105145	-0.03966386023685686	-0.47509238976314316	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	1	500	iid_base	0.9	5	0.001	5000	f3	200	103.8522	-0.480739	0.480739	95.2478	111.8562	False	0.08304200000000002	199.36046336194033	-0.003197683190298335	-0.4775413168097017	diagnostic_kmer_10_90_spread_not_sampling_CI
