scenario	dataset_id	tool	seed	split	successful_runs	attempted_runs	deterministic	median_runtime_seconds	median_peak_rss_mib	array_recall	array_precision	array_f1	read_detection_recall	read_detection_precision	negative_read_call_rate	sequence_family_recall	matched_period_mae_bp	matched_boundary_mae_bp	cyclic_monomer_recall	homologous_consensus_fraction	mean_best_cyclic_edit_similarity	base_union_recall	base_union_precision	base_union_f1	duplicate_bp_fraction
related_families	related_families_s3102	tandemx	3102	heldout	3	3	True	1.0989795830100775	29.125	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.9214285714285714	1.0	1.0	1.0	1.0	0.9991027272916971	0.9995511622809307	0.0
related_families	related_families_s3102	tidehunter	3102	heldout	3	3	True	0.2774842497892678	65.4375	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.7142857142857142	1.0	1.0	1.0	0.9998050682261208	0.9985259761931249	0.9991651128489133	0.0
related_families	related_families_s3102	trf	3102	heldout	3	3	True	0.9896977499593049	39.09375	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.45	1.0	1.0	1.0	1.0	0.9995615957913196	0.9997807498355624	0.0
related_families	related_families_s3103	tandemx	3103	heldout	3	3	True	1.1276210839860141	29.375	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.6357142857142857	1.0	1.0	1.0	1.0	0.9984082741938847	0.9992035031946827	0.0
related_families	related_families_s3103	tidehunter	3103	heldout	3	3	True	0.2621108749881387	60.421875	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0928571428571427	1.0	1.0	1.0	0.9998468393205235	0.9990886893126213	0.999467620542192	0.0
related_families	related_families_s3103	trf	3103	heldout	3	3	True	0.9981759579386562	38.25	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.37857142857142856	1.0	1.0	1.0	1.0	0.9996311580939921	0.9998155450296347	0.0
short_arrays	short_arrays_s3101	tandemx	3101	heldout	3	3	True	0.5021389999892563	27.03125	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.457142857142857	1.0	1.0	1.0	1.0	0.9943512211330786	0.9971676107964011	0.0
short_arrays	short_arrays_s3101	tidehunter	3101	heldout	3	3	True	0.14539716602303088	46.046875	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.4142857142857143	1.0	1.0	1.0	0.9993038150932888	0.999081240603597	0.9991925154535836	0.0
short_arrays	short_arrays_s3101	trf	3101	heldout	3	3	True	0.20336433313786983	38.15625	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.4	1.0	1.0	1.0	1.0	0.9984429739198132	0.9992208804051422	0.0
short_arrays	short_arrays_s3102	tandemx	3102	heldout	3	3	True	0.47678958298638463	26.84375	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.1285714285714286	1.0	1.0	1.0	1.0	0.9956193856049684	0.997804884825919	0.0
short_arrays	short_arrays_s3102	tidehunter	3102	heldout	3	3	True	0.14851829200051725	46.21875	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	2.4857142857142858	1.0	1.0	1.0	0.9990253411306043	0.991350723996905	0.995173236428195	0.0
short_arrays	short_arrays_s3102	trf	3102	heldout	3	3	True	0.1990026670973748	38.171875	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.4714285714285714	1.0	1.0	1.0	1.0	0.9981654436290861	0.9990818796427677	0.0
short_arrays	short_arrays_s3103	tandemx	3103	heldout	3	3	True	0.4856959998141974	26.984375	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0142857142857142	1.0	1.0	1.0	1.0	0.9960612448685232	0.9980267363330647	0.0
short_arrays	short_arrays_s3103	tidehunter	3103	heldout	3	3	True	0.13312770798802376	45.484375	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.42142857142857143	1.0	1.0	1.0	0.9993038150932888	0.9990534257635235	0.9991786047418174	0.0
short_arrays	short_arrays_s3103	trf	3103	heldout	3	3	True	0.19964391691610217	38.15625	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.42857142857142855	1.0	1.0	1.0	1.0	0.9983319432860718	0.9991652754590985	0.0
substitution_1pct	substitution_1pct_s3101	tandemx	3101	heldout	3	3	True	1.1125414168927819	29.15625	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.9642857142857143	1.0	1.0	1.0	0.9999164578111946	0.9991443537784085	0.9995302566886228	0.0
substitution_1pct	substitution_1pct_s3101	tidehunter	3101	heldout	3	3	True	0.29191262484528124	57.703125	1.0	0.9859154929577465	0.9929078014184397	1.0	1.0	0.0	1.0	0.0	0.5	1.0	0.75	1.0	0.9998120300751879	0.9976658399849947	0.998737782043124	0.002764153296200848
substitution_1pct	substitution_1pct_s3101	trf	3101	heldout	3	3	True	1.0530747091397643	38.265625	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.5142857142857142	1.0	1.0	1.0	0.9999791144527986	0.9995198530332763	0.9997494309995615	0.0
substitution_1pct	substitution_1pct_s3102	tandemx	3102	heldout	3	3	True	1.097672542091459	29.53125	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.7571428571428571	1.0	1.0	1.0	0.9999582289055974	0.9983318737228408	0.9991443894905987	0.0
substitution_1pct	substitution_1pct_s3102	tidehunter	3102	heldout	3	3	True	0.2695145420730114	57.65625	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.2357142857142858	1.0	1.0	1.0	0.9997563352826511	0.9990399532498974	0.999398015888205	0.0
substitution_1pct	substitution_1pct_s3102	trf	3102	heldout	3	3	True	1.0640119591262192	38.265625	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.5857142857142857	1.0	1.0	1.0	0.9998677248677249	0.9995615378191031	0.9997146078990965	0.0
substitution_1pct	substitution_1pct_s3103	tandemx	3103	heldout	3	3	True	1.1037302920594811	29.640625	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.3928571428571428	1.0	1.0	1.0	0.9999721526037315	0.9986720156855111	0.9993216612689456	0.0
substitution_1pct	substitution_1pct_s3103	tidehunter	3103	heldout	3	3	True	0.27974575012922287	59.3125	1.0	0.9859154929577465	0.9929078014184397	1.0	0.9859154929577465	0.03333333333333333	1.0	0.0	0.6285714285714286	1.0	0.75	1.0	0.9997981063770538	0.9881173540299165	0.9939234128549578	0.0
substitution_1pct	substitution_1pct_s3103	trf	3103	heldout	3	3	True	1.0586152919568121	38.28125	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.36428571428571427	1.0	1.0	1.0	0.9999164578111946	0.9997285389129028	0.9998224895321033	0.0
substitution_5pct	substitution_5pct_s3101	tandemx	3101	heldout	3	3	True	1.245558167109266	29.359375	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.4928571428571429	1.0	1.0	1.0	0.9996101364522417	0.9989355559111432	0.9992727323341812	0.0
substitution_5pct	substitution_5pct_s3101	tidehunter	3101	heldout	3	3	True	0.2969976251479238	79.546875	1.0	0.8974358974358975	0.9459459459459459	1.0	1.0	0.0	1.0	0.0	10.7	1.0	0.4	1.0	0.9982386521860206	0.9978426828674224	0.9980406282518437	0.08288657425135942
substitution_5pct	substitution_5pct_s3101	trf	3101	heldout	3	3	True	1.1048767080064863	38.375	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0714285714285714	1.0	1.0	1.0	0.9992829295460874	0.9996726654780477	0.9994777595187032	0.0
substitution_5pct	substitution_5pct_s3102	tandemx	3102	heldout	3	3	True	1.2334781249519438	29.546875	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.8857142857142857	1.0	1.0	1.0	0.9997354497354497	0.9984286786995578	0.9990816369126303	0.0
substitution_5pct	substitution_5pct_s3102	tidehunter	3102	heldout	3	3	True	0.26269916584715247	62.359375	1.0	0.8860759493670886	0.9395973154362416	1.0	1.0	0.0	1.0	0.014285714285714285	28.8	1.0	0.6666666666666666	1.0	0.9984196602617655	0.9967403844817281	0.9975793156697574	0.04590063924033845
substitution_5pct	substitution_5pct_s3102	trf	3102	heldout	3	3	True	1.099023416172713	38.359375	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0142857142857142	1.0	1.0	1.0	0.9994569757727653	0.9995543982287329	0.9995056846267919	0.0
substitution_5pct	substitution_5pct_s3103	tandemx	3103	heldout	3	3	True	1.247784584062174	29.421875	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.4285714285714286	1.0	1.0	1.0	0.9996379838485102	0.9989703345021428	0.9993040476588163	0.0
substitution_5pct	substitution_5pct_s3103	tidehunter	3103	heldout	3	3	True	0.2805629998911172	63.15625	1.0	0.9210526315789473	0.958904109589041	1.0	1.0	0.0	1.0	0.0	10.55	1.0	0.5714285714285714	1.0	0.9995405179615706	0.9923898392949715	0.9959523437906457	0.047852526555486816
substitution_5pct	substitution_5pct_s3103	trf	3103	heldout	3	3	True	1.100403832970187	38.375	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.1428571428571428	1.0	1.0	1.0	0.9991993873572821	0.9996865640454133	0.9994429163329968	0.0
two_arrays	two_arrays_s3101	tandemx	3101	heldout	3	3	True	1.2002145829610527	29.265625	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.332142857142857	1.0	1.0	1.0	1.0	0.9980562084078106	0.999027158703539	0.0
two_arrays	two_arrays_s3101	tidehunter	3101	heldout	3	3	True	0.3748328748624772	65.5625	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.05	1.0	1.0	1.0	0.9997545948203843	0.998711662841644	0.9992328566955433	0.0
two_arrays	two_arrays_s3101	trf	3101	heldout	3	3	True	1.1074317500460893	38.234375	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.37142857142857144	1.0	1.0	1.0	1.0	0.9994572704880391	0.9997285615852003	0.0
two_arrays	two_arrays_s3102	tandemx	3102	heldout	3	3	True	1.1928692089859396	29.796875	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.4071428571428573	1.0	1.0	1.0	1.0	0.9979469970924476	0.9989724437582478	0.0
two_arrays	two_arrays_s3102	tidehunter	3102	heldout	3	3	True	0.3806665001902729	67.15625	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.8892857142857142	1.0	1.0	1.0	0.9997807017543859	0.9989201032944675	0.9993502172466434	0.0
two_arrays	two_arrays_s3102	trf	3102	heldout	3	3	True	1.084601459093392	38.234375	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.3607142857142857	1.0	1.0	1.0	1.0	0.9994729178952203	0.9997363894754151	0.0
two_arrays	two_arrays_s3103	tandemx	3103	heldout	3	3	True	1.2028397500980645	29.375	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.2571428571428571	1.0	1.0	1.0	1.0	0.9981654436290861	0.9990818796427677	0.0
two_arrays	two_arrays_s3103	tidehunter	3103	heldout	3	3	True	0.36749895801767707	64.578125	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.5964285714285714	1.0	1.0	1.0	0.9997807017543859	0.9993476093798114	0.9995641086544008	0.0
two_arrays	two_arrays_s3103	trf	3103	heldout	3	3	True	1.1143032079562545	38.265625	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.375	1.0	1.0	1.0	1.0	0.9994520547945206	0.9997259523157029	0.0
