method	coverage	error_model	independent_genomes	family_conditions	mean_signed_relative_error	mean_absolute_relative_error	mean_estimator_minus_sampling_oracle	diagnostic_spread_truth_coverage	mean_diagnostic_spread_relative_width	median_runtime_seconds	median_peak_rss_mib	warning
empirical_controls_plus_oracle_error	5	iid_high_indel	3	165	-0.10655265818181818	0.28370426424242423	-0.1520186994828336	0.17575757575757575	0.14543586373737374	4.954259959049523	76.015625	dependent_families_within_three_genomes;diagnostic_spread_not_sampling_CI;single_resource_execution_per_condition
empirical_controls_plus_oracle_error	5	iid_low_indel	3	165	-0.11039993555555555	0.28497669616161614	-0.15586597685657097	0.12727272727272726	0.10228364444444445	4.997853666078299	81.421875	dependent_families_within_three_genomes;diagnostic_spread_not_sampling_CI;single_resource_execution_per_condition
empirical_controls_plus_oracle_error	20	error_free	3	165	-0.15026367424242426	0.23902947424242424	-0.15715101777061416	0.024242424242424242	0.08118391090909091	19.009247541893274	89.65625	dependent_families_within_three_genomes;diagnostic_spread_not_sampling_CI;single_resource_execution_per_condition
empirical_controls_plus_oracle_error	20	iid_high_indel	3	165	-0.15316033474747476	0.23867463474747475	-0.16004767827566466	0.09090909090909091	0.10593692282828283	18.75883079203777	82.15625	dependent_families_within_three_genomes;diagnostic_spread_not_sampling_CI;single_resource_execution_per_condition
empirical_controls_plus_oracle_error	20	iid_low_indel	3	165	-0.15180449292929293	0.23912362626262626	-0.15869183645748286	0.03636363636363636	0.08643360202020202	19.47656337497756	89.984375	dependent_families_within_three_genomes;diagnostic_spread_not_sampling_CI;single_resource_execution_per_condition
oracle_error_survival	1	error_free	3	165	-0.13781742363636362	0.5487659872727273	-0.20083455351909058	0.07272727272727272	0.10635590303030304	1.0894899580162019	51.875	dependent_families_within_three_genomes;diagnostic_spread_not_sampling_CI;single_resource_execution_per_condition
oracle_error_survival	1	iid_high_indel	3	165	-0.12786072434343435	0.5465608122222222	-0.1908778542261613	0.14545454545454545	0.23253953535353536	1.1056061659473926	51.71875	dependent_families_within_three_genomes;diagnostic_spread_not_sampling_CI;single_resource_execution_per_condition
oracle_error_survival	1	iid_low_indel	3	165	-0.1379006302020202	0.5495821968686868	-0.20091776008474715	0.09090909090909091	0.13311299535353535	1.069325208896771	51.59375	dependent_families_within_three_genomes;diagnostic_spread_not_sampling_CI;single_resource_execution_per_condition
oracle_error_survival	5	error_free	3	165	-0.14399529636363637	0.28849533575757574	-0.18946133766465179	0.07878787878787878	0.08744993858585857	4.658363084075972	74.78125	dependent_families_within_three_genomes;diagnostic_spread_not_sampling_CI;single_resource_execution_per_condition
oracle_error_survival	5	iid_high_indel	3	165	-0.129987311010101	0.28539658979797977	-0.17545335231111642	0.10909090909090909	0.1415685588888889	4.778786625014618	75.0625	dependent_families_within_three_genomes;diagnostic_spread_not_sampling_CI;single_resource_execution_per_condition
oracle_error_survival	5	iid_low_indel	3	165	-0.1435200305050505	0.2890699517171717	-0.18898607180606594	0.10909090909090909	0.09836955515151516	4.6401157500222325	80.8125	dependent_families_within_three_genomes;diagnostic_spread_not_sampling_CI;single_resource_execution_per_condition
oracle_error_survival	20	error_free	3	165	-0.16850220232323232	0.24411134474747476	-0.17538954585142225	0.030303030303030304	0.07936431101010101	18.491683084052056	91.921875	dependent_families_within_three_genomes;diagnostic_spread_not_sampling_CI;single_resource_execution_per_condition
oracle_error_survival	20	iid_high_indel	3	165	-0.15536029272727273	0.24111378666666666	-0.16224763625546265	0.09696969696969697	0.10558839131313132	18.20768600003794	81.265625	dependent_families_within_three_genomes;diagnostic_spread_not_sampling_CI;single_resource_execution_per_condition
oracle_error_survival	20	iid_low_indel	3	165	-0.16749468292929293	0.24366667080808083	-0.17438202645748285	0.048484848484848485	0.08474161575757576	18.27975937514566	98.09375	dependent_families_within_three_genomes;diagnostic_spread_not_sampling_CI;single_resource_execution_per_condition
