panel	dataset	metric	x	value	read_count
A	Full library (n=407,670)	length_bp	2.2640000000000002	0.00074570117987588	1
A	Full library (n=407,670)	length_bp	2.265	0.0007481541442833664	1
A	Full library (n=407,670)	length_bp	2.273	0.0007506071086908529	1
A	Full library (n=407,670)	length_bp	2.275	0.0007530600730983394	1
A	Full library (n=407,670)	length_bp	2.2760000000000002	0.0007555130375058258	1
A	Full library (n=407,670)	length_bp	2.282	0.0007579660019133123	1
A	Full library (n=407,670)	length_bp	2.285	0.0007604189663207987	1
A	Full library (n=407,670)	length_bp	2.2880000000000003	0.0007628719307282852	1
A	Full library (n=407,670)	length_bp	2.302	0.0007653248951357716	1
A	Full library (n=407,670)	length_bp	2.303	0.000767777859543258	1
A	Full library (n=407,670)	length_bp	2.306	0.0007702308239507444	1
A	Full library (n=407,670)	length_bp	2.316	0.0007726837883582309	1
A	Full library (n=407,670)	length_bp	2.326	0.0007751367527657173	1
A	Full library (n=407,670)	length_bp	2.328	0.0007775897171732038	1
A	Full library (n=407,670)	length_bp	2.346	0.0007800426815806902	1
A	Full library (n=407,670)	length_bp	2.35	0.0007824956459881767	1
A	Full library (n=407,670)	length_bp	2.358	0.0007849486103956632	1
A	Full library (n=407,670)	length_bp	2.361	0.0007874015748031496	1
A	Full library (n=407,670)	length_bp	2.362	0.0007898545392106361	1
A	Full library (n=407,670)	length_bp	2.37	0.0007923075036181225	1
A	Full library (n=407,670)	length_bp	2.372	0.000794760468025609	1
A	Full library (n=407,670)	length_bp	2.378	0.0007972134324330954	1
A	Full library (n=407,670)	length_bp	2.3810000000000002	0.0007996663968405819	1
A	Full library (n=407,670)	length_bp	2.384	0.0008021193612480683	1
A	Full library (n=407,670)	length_bp	2.3850000000000002	0.0008070252900630411	2
A	Full library (n=407,670)	length_bp	2.392	0.0008094782544705276	1
A	Full library (n=407,670)	length_bp	2.394	0.0008119312188780141	1
A	Full library (n=407,670)	length_bp	2.396	0.0008143841832855005	1
A	Full library (n=407,670)	length_bp	2.3970000000000002	0.000816837147692987	1
A	Full library (n=407,670)	length_bp	2.398	0.0008192901121004734	1
A	Full library (n=407,670)	length_bp	2.403	0.0008217430765079599	1
A	Full library (n=407,670)	length_bp	2.411	0.0008241960409154463	1
A	Full library (n=407,670)	length_bp	2.412	0.0008266490053229328	1
A	Full library (n=407,670)	length_bp	2.419	0.0008291019697304192	1
